Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,log_ret
2021-12-02 00:00:00-05:00,31.16217404160202,32.42407527825426,30.973486769169387,32.07265853881836,472890000,0.0,0.0,0.021743780935699064
2021-12-03 00:00:00-05:00,31.946867419356682,32.075654843387035,30.079971516698084,30.642038345336914,544325000,0.0,0.0,-0.045631039977156895
2021-12-06 00:00:00-05:00,29.830388390939543,30.190789071404463,27.991447670105416,29.98712921142578,658938000,0.0,0.0,-0.021604604972519148
2021-12-07 00:00:00-05:00,30.905604468520064,32.395127959045375,30.600110843618886,32.37316131591797,593053000,0.0,0.0,0.07656146175794065
2021-12-08 00:00:00-05:00,31.945870210018658,32.236387406507816,31.368828886104872,31.773157119750977,475551000,0.0,0.0,-0.018707907487447883
2021-12-09 00:00:00-05:00,31.681308898695704,32.15152943630747,30.37747759278244,30.439374923706055,488507000,0.0,0.0,-0.042884819506939564
2021-12-10 00:00:00-05:00,31.09828051683146,31.253023852068488,29.81142111664036,30.14786148071289,488825000,0.0,0.0,-0.009623006753791685
2021-12-13 00:00:00-05:00,30.198777019547183,30.243702380556975,28.069317192701146,28.114242553710938,598344000,0.0,0.0,-0.06983769094938586
2021-12-14 00:00:00-05:00,27.65301198738261,28.63038668859872,27.204758036229865,28.289953231811523,667035000,0.0,0.0,0.006230431763169619
2021-12-15 00:00:00-05:00,28.352844980835382,30.44935857503478,27.791777837152246,30.40842628479004,698297000,0.0,0.0,0.07221301828371995
2021-12-16 00:00:00-05:00,31.100277051829675,31.108263190119512,28.046356062123596,28.339866638183594,707366000,0.0,0.0,-0.07045022195443851
2021-12-17 00:00:00-05:00,27.938533439355357,28.873977889427657,27.713906655561953,27.754838943481445,713758000,0.0,0.0,-0.020859327138736283
2021-12-20 00:00:00-05:00,27.259663382977983,28.09726911316274,27.09992919755279,27.672975540161133,461847000,0.0,0.0,-0.002953876627000085
2021-12-21 00:00:00-05:00,28.32689133011488,29.071653039271254,27.355505319777695,29.0267276763916,524385000,0.0,0.0,0.047760724841579894
2021-12-22 00:00:00-05:00,28.84303297310601,29.505930091077836,28.401765485866235,29.351186752319336,395184000,0.0,0.0,0.011115930401032426
2021-12-23 00:00:00-05:00,29.70560055325027,30.009096712083938,29.382139045163406,29.590791702270508,343022000,0.0,0.0,0.008130241843675723
2021-12-27 00:00:00-05:00,29.610749609192965,31.03538013060808,29.59078236206026,30.89361572265625,403686000,0.0,0.0,0.043086329847831895
2021-12-28 00:00:00-05:00,31.260012083131922,31.277981846858047,29.96216936705332,30.271656036376953,420591000,0.0,0.0,-0.020337721269228837
2021-12-29 00:00:00-05:00,30.222736781538188,30.497279803008535,29.31724123086997,29.951187133789062,343139000,0.0,0.0,-0.010642869406013222
2021-12-30 00:00:00-05:00,29.77747190615984,30.40642685696911,29.49094971904541,29.53687286376953,308864000,0.0,0.0,-0.013929550542191471
2021-12-31 00:00:00-05:00,29.624731179300454,29.980141000894058,29.28230026089834,29.362167358398438,266530000,0.0,0.0,-0.00593238929133344
2022-01-03 00:00:00-05:00,29.765494136324673,30.66000627931691,29.7355432643999,30.070985794067383,391547000,0.0,0.0,0.02385375864025452
2022-01-04 00:00:00-05:00,30.22672605076516,30.417408883707804,28.301927960361684,29.241365432739258,527154000,0.0,0.0,-0.027976448553547417
2022-01-05 00:00:00-05:00,28.90093458526993,29.36716017203784,27.48728714758041,27.558168411254883,498064000,0.0,0.0,-0.0592853455077047
2022-01-06 00:00:00-05:00,27.594107303762602,28.390782679226177,27.020063147790008,28.131214141845703,454186000,0.0,0.0,0.020580797675271434
2022-01-07 00:00:00-05:00,28.094277933052773,28.37481152274753,27.012076171656993,27.20176124572754,409939000,0.0,0.0,-0.03359806049814562
2022-01-10 00:00:00-05:00,26.53686513650819,27.42339121729119,25.601420627020225,27.35450553894043,594681000,0.0,0.0,0.005599528755152683
2022-01-11 00:00:00-05:00,27.277631854382193,28.018400389548873,26.79443625197096,27.770811080932617,404089000,0.0,0.0,0.015104256341785138
2022-01-12 00:00:00-05:00,28.020394902092118,28.547518049754746,27.562157425432886,27.9525089263916,383413000,0.0,0.0,0.00652145239702584
2022-01-13 00:00:00-05:00,28.331881819627522,28.4327139609152,26.45400434171445,26.5308780670166,540171000,0.0,0.0,-0.05219769564288068
2022-01-14 00:00:00-05:00,26.256332132191215,27.151844065989813,26.166481411018356,26.897266387939453,395832000,0.0,0.0,0.013715395439917177
2022-01-18 00:00:00-05:00,26.2164006022105,26.59377326564465,25.72721438047937,25.85999298095703,424270000,0.0,0.0,-0.03932755825884593
2022-01-19 00:00:00-05:00,26.0356999320055,26.49892832131284,25.010404695653143,25.025379180908203,488315000,0.0,0.0,-0.03280662474822904
2022-01-20 00:00:00-05:00,25.261988581437013,25.536531617661183,24.038022374582336,24.10990333557129,435181000,0.0,0.0,-0.03726779429422633
2022-01-21 00:00:00-05:00,23.467968404195105,24.78178327218857,23.22437406536399,23.335189819335938,718958000,0.0,0.0,-0.03266016897445745
2022-01-24 00:00:00-05:00,22.2929231470104,23.3411789632301,20.853318010342655,23.333192825317383,913982000,0.0,0.0,-8.55823110468279e-05
2022-01-25 00:00:00-05:00,22.50856735086577,22.904909492816067,21.9634743239716,22.286935806274414,664616000,0.0,0.0,-0.04587626307888959
2022-01-26 00:00:00-05:00,23.20141335709427,24.017056291710855,22.26297354808601,22.734189987182617,755959000,0.0,0.0,0.01986928967985735
2022-01-27 00:00:00-05:00,23.528866154048988,23.955157166718767,21.63900792465583,21.907562255859375,573353000,0.0,0.0,-0.03703807248804347
2022-01-28 00:00:00-05:00,21.975451978511124,22.820048010786028,21.2606411698598,22.802078247070312,543774000,0.0,0.0,0.040019797289742254
2022-01-31 00:00:00-05:00,23.14351096368978,24.468309362171706,23.01372763587295,24.44534683227539,564680000,0.0,0.0,0.06958820120690712
2022-02-01 00:00:00-05:00,25.062319478076446,25.103251770657277,23.850334402918143,24.59709358215332,518925000,0.0,0.0,0.0061884046908846635
