Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,log_ret
2021-12-02 00:00:00-05:00,53.73065921872708,55.38557080867337,53.19101212121828,55.115745544433594,29216000,0.0,0.0,0.024615101080955437
2021-12-03 00:00:00-05:00,55.691362169129555,55.97017998669105,54.27929136493935,54.76497268676758,22014700,0.0,0.0,-0.006384633352853442
2021-12-06 00:00:00-05:00,55.51148715227484,55.90722561031915,55.241661889411574,55.38557052612305,19210500,0.0,0.0,0.011268294970014914
2021-12-07 00:00:00-05:00,56.06911141079941,56.689701878870466,55.85325191744368,56.00615310668945,19800400,0.0,0.0,0.011142461593877329
2021-12-08 00:00:00-05:00,56.311954048987296,56.83360907737302,56.069113396973634,56.16804885864258,18214400,0.0,0.0,0.002886507976438857
2021-12-09 00:00:00-05:00,55.808284612580614,56.455859689783935,55.59242854082644,56.311954498291016,16910300,0.0,0.0,0.0025587786961285275
2021-12-10 00:00:00-05:00,56.90556285920835,56.97751373822689,55.97017741517501,56.671714782714844,17942400,0.0,0.0,0.00636838053836275
2021-12-13 00:00:00-05:00,56.18603360361191,56.41088566262304,55.17869390894354,55.4305305480957,17793700,0.0,0.0,-0.022144693932009574
2021-12-14 00:00:00-05:00,55.09775363218684,56.186040335734816,55.061779905972045,55.34959030151367,22551100,0.0,0.0,-0.0014612777159683787
2021-12-15 00:00:00-05:00,55.03479236308267,55.31361016981971,53.97349029998086,55.106746673583984,19961900,0.0,0.0,-0.004397104337372504
2021-12-16 00:00:00-05:00,55.25964791587997,56.16805227281171,55.13373129554581,55.19668960571289,21187800,0.0,0.0,0.0016308277438517038
2021-12-17 00:00:00-05:00,54.81893924141578,55.1157422107684,53.685682806871625,53.99148178100586,44338100,0.0,0.0,-0.0220766912486563
2021-12-20 00:00:00-05:00,52.876208121278815,53.289935063741744,52.129697679427494,53.208988189697266,21819300,0.0,0.0,-0.014598956313911948
2021-12-21 00:00:00-05:00,53.7396398654654,54.57608976462723,53.71265871741824,54.4141960144043,19798900,0.0,0.0,0.022397742954745947
2021-12-22 00:00:00-05:00,54.27029883134145,55.196688314387565,53.93751870953361,54.854915618896484,14058300,0.0,0.0,0.008066726045081296
