Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,log_ret
2021-12-02 00:00:00-05:00,15791.2998046875,16066.3203125,15770.919921875,15990.759765625,5418340000,0.0,0.0,0.00709418930233241
2021-12-03 00:00:00-05:00,16039.41015625,16089.6103515625,15543.3095703125,15712.0400390625,5900290000,0.0,0.0,-0.017583740845658724
2021-12-06 00:00:00-05:00,15744.91015625,15898.58984375,15557.7802734375,15846.16015625,5115230000,0.0,0.0,0.008499909618048918
2021-12-07 00:00:00-05:00,16139.5595703125,16343.669921875,16128.4404296875,16325.66015625,5116490000,0.0,0.0,0.029810903168378644
2021-12-08 00:00:00-05:00,16313.8798828125,16401.099609375,16250.3896484375,16394.33984375,4615390000,0.0,0.0,0.004198031073622488
2021-12-09 00:00:00-05:00,16337.8095703125,16413.279296875,16141.3896484375,16149.5703125,4515600000,0.0,0.0,-0.01504270050235057
2021-12-10 00:00:00-05:00,16278.2998046875,16339.1201171875,16139.0,16331.98046875,4426210000,0.0,0.0,0.01123173429060742
2021-12-13 00:00:00-05:00,16317.900390625,16332.6298828125,16075.5400390625,16082.5498046875,4573920000,0.0,0.0,-0.015390356444987319
2021-12-14 00:00:00-05:00,15877.650390625,15995.2099609375,15742.7998046875,15914.900390625,4865990000,0.0,0.0,-0.0104790192447215
2021-12-15 00:00:00-05:00,15908.4501953125,16301.26953125,15746.9404296875,16289.58984375,5343920000,0.0,0.0,0.023270442011508408
2021-12-16 00:00:00-05:00,16335.0302734375,16340.5302734375,15802.6298828125,15863.9404296875,4906480000,0.0,0.0,-0.026477607742092957
2021-12-17 00:00:00-05:00,15714.5400390625,15960.25,15664.099609375,15801.4599609375,7668770000,0.0,0.0,-0.003946297792836617
2021-12-20 00:00:00-05:00,15566.830078125,15662.6103515625,15508.740234375,15627.6396484375,4602640000,0.0,0.0,-0.011061219500911434
2021-12-21 00:00:00-05:00,15794.3798828125,15997.6103515625,15617.48046875,15986.2802734375,4581720000,0.0,0.0,0.022689752626723347
2021-12-22 00:00:00-05:00,15963.5400390625,16186.25,15947.5595703125,16180.1396484375,4107900000,0.0,0.0,0.01205367104163102
2021-12-23 00:00:00-05:00,16203.759765625,16360.75,16188.0302734375,16308.2099609375,3935010000,0.0,0.0,0.007884117071869312
2021-12-27 00:00:00-05:00,16361.0703125,16567.640625,16361.0703125,16567.5,3743920000,0.0,0.0,0.015774285385887765
2021-12-28 00:00:00-05:00,16602.919921875,16607.189453125,16458.490234375,16488.66015625,3648500000,0.0,0.0,-0.004770063604938812
2021-12-29 00:00:00-05:00,16510.630859375,16548.919921875,16396.16015625,16491.009765625,3714380000,0.0,0.0,0.00014248835021923867
2021-12-30 00:00:00-05:00,16485.400390625,16569.619140625,16415.119140625,16429.099609375,3750920000,0.0,0.0,-0.0037612407985232466
2021-12-31 00:00:00-05:00,16411.259765625,16464.619140625,16317.259765625,16320.080078125,3392580000,0.0,0.0,-0.006657872655223329
2022-01-03 00:00:00-05:00,16395.509765625,16504.140625,16306.6396484375,16501.76953125,4429960000,0.0,0.0,0.011071363202677986
2022-01-04 00:00:00-05:00,16513.869140625,16513.869140625,16151.900390625,16279.73046875,5131110000,0.0,0.0,-0.013546815010700541
2022-01-05 00:00:00-05:00,16190.5498046875,16249.23046875,15763.83984375,15771.7802734375,5031850000,0.0,0.0,-0.031698519978496265
2022-01-06 00:00:00-05:00,15675.2197265625,15900.599609375,15608.5703125,15765.3603515625,4790820000,0.0,0.0,-0.0004071340544165025
2022-01-07 00:00:00-05:00,15774.1298828125,15835.0,15526.7998046875,15592.1904296875,4238070000,0.0,0.0,-0.011044975005686908
2022-01-10 00:00:00-05:00,15383.1796875,15627.919921875,15165.5302734375,15614.4296875,5317180000,0.0,0.0,0.0014252912679300067
2022-01-11 00:00:00-05:00,15582.7197265625,15848.5595703125,15496.91015625,15844.1201171875,4390710000,0.0,0.0,0.014602994279167447
2022-01-12 00:00:00-05:00,15955.48046875,16017.3896484375,15815.9501953125,15905.099609375,4338530000,0.0,0.0,0.0038413269803836414
2022-01-13 00:00:00-05:00,15970.08984375,15990.3798828125,15468.08984375,15495.6201171875,4302020000,0.0,0.0,-0.026082377043410432
2022-01-14 00:00:00-05:00,15396.4697265625,15617.1796875,15396.4697265625,15611.58984375,4374020000,0.0,0.0,0.007456166205843218
2022-01-18 00:00:00-05:00,15378.0595703125,15446.2998046875,15182.9599609375,15210.759765625,5060790000,0.0,0.0,-0.026010520373795032
2022-01-19 00:00:00-05:00,15287.25,15382.0,15038.4404296875,15047.83984375,4665340000,0.0,0.0,-0.010768607824834575
2022-01-20 00:00:00-05:00,15176.3798828125,15347.6201171875,14832.6904296875,14846.4599609375,5102050000,0.0,0.0,-0.01347299855515871
2022-01-21 00:00:00-05:00,14728.66015625,14868.4501953125,14432.6396484375,14438.400390625,5870830000,0.0,0.0,-0.02787009930525386
2022-01-24 00:00:00-05:00,14160.91015625,14532.5703125,13724.849609375,14509.580078125,6998770000,0.0,0.0,0.004917775250721235
2022-01-25 00:00:00-05:00,14237.599609375,14410.4296875,14033.8095703125,14149.1201171875,5019380000,0.0,0.0,-0.025156686681835794
2022-01-26 00:00:00-05:00,14492.51953125,14646.5400390625,14006.400390625,14172.759765625,5771140000,0.0,0.0,0.0016693562733216538
2022-01-27 00:00:00-05:00,14346.4599609375,14419.4501953125,13972.8798828125,14003.1103515625,5177380000,0.0,0.0,-0.012042322989875842
2022-01-28 00:00:00-05:00,14091.3095703125,14457.7802734375,13880.48046875,14454.6103515625,4971930000,0.0,0.0,0.03173394623416215
2022-01-31 00:00:00-05:00,14505.0703125,14934.51953125,14442.8798828125,14930.0498046875,5124940000,0.0,0.0,0.032362528282952496
2022-02-01 00:00:00-05:00,14966.599609375,15034.419921875,14749.490234375,15019.6796875,4671850000,0.0,0.0,0.005985372950760848
2022-02-02 00:00:00-05:00,15173.0302734375,15196.400390625,14960.849609375,15139.740234375,4673140000,0.0,0.0,0.007961769914871297
2022-02-03 00:00:00-05:00,14693.849609375,14856.509765625,14471.2001953125,14501.1103515625,4326300000,0.0,0.0,-0.043097867826539016
2022-02-04 00:00:00-05:00,14566.2802734375,14832.0498046875,14452.2802734375,14694.349609375,4121340000,0.0,0.0,0.01323781711244898
2022-02-07 00:00:00-05:00,14716.4296875,14813.8603515625,14524.6298828125,14571.25,4268730000,0.0,0.0,-0.008412630325111081
2022-02-08 00:00:00-05:00,14533.25,14785.2197265625,14485.7802734375,14747.0302734375,4293770000,0.0,0.0,0.011991315868762342
2022-02-09 00:00:00-05:00,14930.990234375,15057.900390625,14870.3603515625,15056.9599609375,4729730000,0.0,0.0,0.02079861505070113
2022-02-10 00:00:00-05:00,14770.6796875,15037.259765625,14636.6201171875,14705.6396484375,5212510000,0.0,0.0,-0.023609270407778382
2022-02-11 00:00:00-05:00,14739.4599609375,14769.6396484375,14194.5400390625,14253.83984375,5237320000,0.0,0.0,-0.031204736628190233
2022-02-14 00:00:00-05:00,14233.400390625,14400.7802734375,14119.73046875,14268.58984375,4347350000,0.0,0.0,0.0010342738312605348
2022-02-15 00:00:00-05:00,14482.1103515625,14624.5302734375,14444.4599609375,14620.8203125,4416840000,0.0,0.0,0.024385954707053514
2022-02-16 00:00:00-05:00,14514.83984375,14647.7900390625,14399.2900390625,14603.6396484375,4238560000,0.0,0.0,-0.0011757730383887832
2022-02-17 00:00:00-05:00,14485.080078125,14497.4599609375,14155.4296875,14171.740234375,4278370000,0.0,0.0,-0.030020931296629527
2022-02-18 00:00:00-05:00,14207.5498046875,14225.7197265625,13918.759765625,14009.5400390625,4501940000,0.0,0.0,-0.011511328430760415
2022-02-22 00:00:00-05:00,13892.8095703125,14109.259765625,13720.919921875,13870.5302734375,4849170000,0.0,0.0,-0.009972063629419381
2022-02-23 00:00:00-05:00,14016.9404296875,14035.9296875,13502.580078125,13509.4296875,4639330000,0.0,0.0,-0.02637852829811571
2022-02-24 00:00:00-05:00,13065.4404296875,13989.099609375,13065.4404296875,13974.669921875,6180200000,0.0,0.0,0.03385846259577896
