Date,4 WEEKS BANK DISCOUNT,4 WEEKS COUPON EQUIVALENT,8 WEEKS BANK DISCOUNT,8 WEEKS COUPON EQUIVALENT,13 WEEKS BANK DISCOUNT,13 WEEKS COUPON EQUIVALENT,17 WEEKS BANK DISCOUNT,17 WEEKS COUPON EQUIVALENT,26 WEEKS BANK DISCOUNT,26 WEEKS COUPON EQUIVALENT,52 WEEKS BANK DISCOUNT,52 WEEKS COUPON EQUIVALENT
2013-12-31,0.01,0.01,NaN,NaN,0.07,0.07,NaN,NaN,0.1,0.1,0.12,0.12
2013-12-30,0.01,0.01,NaN,NaN,0.07,0.07,NaN,NaN,0.1,0.1,0.12,0.12
2013-12-27,0.0,0.0,NaN,NaN,0.07,0.07,NaN,NaN,0.09,0.09,0.11,0.11
2013-12-26,0.0,0.0,NaN,NaN,0.07,0.07,NaN,NaN,0.09,0.09,0.12,0.12
2013-12-24,0.01,0.01,NaN,NaN,0.07,0.07,NaN,NaN,0.09,0.09,0.13,0.13
2013-12-23,0.01,0.01,NaN,NaN,0.07,0.07,NaN,NaN,0.09,0.09,0.13,0.13
2013-12-20,0.01,0.01,NaN,NaN,0.07,0.07,NaN,NaN,0.09,0.09,0.13,0.13
2013-12-19,0.01,0.01,NaN,NaN,0.06,0.06,NaN,NaN,0.09,0.09,0.13,0.13
2013-12-18,0.01,0.01,NaN,NaN,0.07,0.07,NaN,NaN,0.1,0.1,0.13,0.13
2013-12-17,0.02,0.02,NaN,NaN,0.07,0.07,NaN,NaN,0.09,0.09,0.14,0.14
2013-12-16,0.01,0.01,NaN,NaN,0.07,0.07,NaN,NaN,0.09,0.09,0.13,0.13
2013-12-13,0.02,0.02,NaN,NaN,0.07,0.07,NaN,NaN,0.09,0.09,0.14,0.14
2013-12-12,0.01,0.01,NaN,NaN,0.07,0.07,NaN,NaN,0.09,0.09,0.14,0.14
2013-12-11,0.02,0.02,NaN,NaN,0.07,0.07,NaN,NaN,0.1,0.1,0.13,0.13
2013-12-10,0.03,0.03,NaN,NaN,0.07,0.07,NaN,NaN,0.1,0.1,0.14,0.14
2013-12-09,0.03,0.03,NaN,NaN,0.07,0.07,NaN,NaN,0.1,0.1,0.12,0.12
2013-12-06,0.03,0.03,NaN,NaN,0.06,0.06,NaN,NaN,0.1,0.1,0.12,0.12
2013-12-05,0.02,0.02,NaN,NaN,0.06,0.06,NaN,NaN,0.1,0.1,0.12,0.12
2013-12-04,0.04,0.04,NaN,NaN,0.06,0.06,NaN,NaN,0.1,0.1,0.13,0.13
2013-12-03,0.04,0.04,NaN,NaN,0.06,0.06,NaN,NaN,0.1,0.1,0.12,0.12
2013-12-02,0.02,0.02,NaN,NaN,0.05,0.05,NaN,NaN,0.1,0.1,0.12,0.12
2013-11-29,0.05,0.05,NaN,NaN,0.06,0.06,NaN,NaN,0.11,0.11,0.12,0.12
2013-11-27,0.06,0.06,NaN,NaN,0.07,0.07,NaN,NaN,0.11,0.11,0.12,0.12
2013-11-26,0.07,0.07,NaN,NaN,0.07,0.07,NaN,NaN,0.11,0.11,0.12,0.12
2013-11-25,0.03,0.03,NaN,NaN,0.08,0.08,NaN,NaN,0.11,0.11,0.13,0.13
2013-11-22,0.02,0.02,NaN,NaN,0.07,0.07,NaN,NaN,0.1,0.1,0.12,0.12
2013-11-21,0.02,0.02,NaN,NaN,0.07,0.07,NaN,NaN,0.1,0.1,0.12,0.12
2013-11-20,0.06,0.06,NaN,NaN,0.08,0.08,NaN,NaN,0.11,0.11,0.12,0.12
2013-11-19,0.05,0.05,NaN,NaN,0.08,0.08,NaN,NaN,0.1,0.1,0.14,0.14
2013-11-18,0.04,0.04,NaN,NaN,0.09,0.09,NaN,NaN,0.1,0.1,0.13,0.13
2013-11-15,0.06,0.06,NaN,NaN,0.08,0.08,NaN,NaN,0.1,0.1,0.13,0.13
2013-11-14,0.06,0.06,NaN,NaN,0.08,0.08,NaN,NaN,0.1,0.1,0.13,0.13
2013-11-13,0.06,0.06,NaN,NaN,0.08,0.08,NaN,NaN,0.1,0.1,0.13,0.13
2013-11-12,0.05,0.05,NaN,NaN,0.08,0.08,NaN,NaN,0.1,0.1,0.12,0.12
2013-11-08,0.04,0.04,NaN,NaN,0.06,0.06,NaN,NaN,0.09,0.09,0.11,0.11
