Date,4 WEEKS BANK DISCOUNT,4 WEEKS COUPON EQUIVALENT,8 WEEKS BANK DISCOUNT,8 WEEKS COUPON EQUIVALENT,13 WEEKS BANK DISCOUNT,13 WEEKS COUPON EQUIVALENT,17 WEEKS BANK DISCOUNT,17 WEEKS COUPON EQUIVALENT,26 WEEKS BANK DISCOUNT,26 WEEKS COUPON EQUIVALENT,52 WEEKS BANK DISCOUNT,52 WEEKS COUPON EQUIVALENT
2017-10-16,0.94,0.95,NaN,NaN,1.09,1.11,NaN,NaN,1.22,1.24,1.38,1.41
2017-10-13,0.95,0.96,NaN,NaN,1.07,1.09,NaN,NaN,1.23,1.25,1.36,1.39
2017-10-12,0.97,0.98,NaN,NaN,1.07,1.09,NaN,NaN,1.24,1.27,1.38,1.41
2017-10-11,1.02,1.03,NaN,NaN,1.08,1.1,NaN,NaN,1.23,1.25,1.37,1.4
2017-10-10,1.02,1.03,NaN,NaN,1.06,1.08,NaN,NaN,1.24,1.27,1.39,1.42
2017-10-06,1.01,1.02,NaN,NaN,1.05,1.07,NaN,NaN,1.2,1.22,1.31,1.34
2017-10-05,1.0,1.01,NaN,NaN,1.05,1.07,NaN,NaN,1.19,1.21,1.31,1.34
2017-10-04,0.98,0.99,NaN,NaN,1.06,1.08,NaN,NaN,1.19,1.21,1.29,1.32
2017-10-03,0.99,1.0,NaN,NaN,1.05,1.07,NaN,NaN,1.19,1.21,1.28,1.31
2017-10-02,0.93,0.94,NaN,NaN,1.0,1.02,NaN,NaN,1.2,1.22,1.27,1.3
2017-09-29,0.94,0.95,NaN,NaN,1.04,1.06,NaN,NaN,1.18,1.2,1.27,1.3
2017-09-28,0.95,0.96,NaN,NaN,1.04,1.06,NaN,NaN,1.16,1.18,1.27,1.3
2017-09-27,0.97,0.98,NaN,NaN,1.05,1.07,NaN,NaN,1.18,1.2,1.29,1.32
2017-09-26,0.95,0.96,NaN,NaN,1.05,1.07,NaN,NaN,1.17,1.19,1.28,1.31
2017-09-25,0.95,0.96,NaN,NaN,1.04,1.06,NaN,NaN,1.17,1.19,1.27,1.3
2017-09-22,0.95,0.96,NaN,NaN,1.01,1.03,NaN,NaN,1.17,1.19,1.27,1.3
2017-09-21,0.97,0.98,NaN,NaN,1.02,1.04,NaN,NaN,1.17,1.19,1.28,1.31
2017-09-20,0.97,0.98,NaN,NaN,1.02,1.04,NaN,NaN,1.18,1.2,1.29,1.32
2017-09-19,0.96,0.97,NaN,NaN,1.03,1.05,NaN,NaN,1.17,1.19,1.28,1.31
2017-09-18,0.94,0.95,NaN,NaN,1.04,1.06,NaN,NaN,1.16,1.18,1.27,1.3
2017-09-15,0.96,0.97,NaN,NaN,1.03,1.05,NaN,NaN,1.15,1.17,1.27,1.3
2017-09-14,0.97,0.98,NaN,NaN,1.03,1.05,NaN,NaN,1.15,1.17,1.25,1.28
2017-09-13,0.98,0.99,NaN,NaN,1.02,1.04,NaN,NaN,1.14,1.16,1.24,1.27
2017-09-12,0.98,0.99,NaN,NaN,1.02,1.04,NaN,NaN,1.14,1.16,1.24,1.27
2017-09-11,0.95,0.96,NaN,NaN,1.04,1.06,NaN,NaN,1.14,1.16,1.21,1.24
2017-09-08,0.94,0.95,NaN,NaN,1.02,1.04,NaN,NaN,1.12,1.14,1.19,1.22
2017-09-07,0.96,0.97,NaN,NaN,1.03,1.05,NaN,NaN,1.13,1.15,1.18,1.21
2017-09-06,1.02,1.03,NaN,NaN,1.05,1.07,NaN,NaN,1.15,1.17,1.21,1.24
2017-09-05,1.28,1.3,NaN,NaN,1.01,1.03,NaN,NaN,1.11,1.13,1.2,1.23
2017-09-01,0.94,0.95,NaN,NaN,1.0,1.02,NaN,NaN,1.08,1.1,1.21,1.24
2017-08-31,0.93,0.94,NaN,NaN,0.99,1.01,NaN,NaN,1.06,1.08,1.2,1.23
2017-08-30,0.94,0.95,NaN,NaN,1.01,1.03,NaN,NaN,1.09,1.11,1.2,1.23
2017-08-29,0.95,0.96,NaN,NaN,1.01,1.03,NaN,NaN,1.11,1.13,1.2,1.23
2017-08-28,0.98,0.99,NaN,NaN,0.97,0.99,NaN,NaN,1.1,1.12,1.21,1.24
2017-08-25,0.97,0.98,NaN,NaN,1.01,1.03,NaN,NaN,1.09,1.11,1.2,1.23
2017-08-24,0.97,0.98,NaN,NaN,1.0,1.02,NaN,NaN,1.09,1.11,1.2,1.23
2017-08-23,0.97,0.98,NaN,NaN,0.98,1.0,NaN,NaN,1.09,1.11,1.19,1.22
2017-08-22,0.92,0.93,NaN,NaN,0.99,1.01,NaN,NaN,1.11,1.13,1.21,1.24
2017-08-21,0.93,0.94,NaN,NaN,0.99,1.01,NaN,NaN,1.09,1.11,1.2,1.23
2017-08-18,0.95,0.96,NaN,NaN,1.0,1.02,NaN,NaN,1.11,1.13,1.21,1.24
2017-08-17,0.94,0.95,NaN,NaN,0.98,1.0,NaN,NaN,1.09,1.11,1.21,1.24
2017-08-16,0.95,0.96,NaN,NaN,1.0,1.02,NaN,NaN,1.11,1.13,1.21,1.24
2017-08-15,0.96,0.97,NaN,NaN,1.02,1.04,NaN,NaN,1.14,1.16,1.2,1.23
2017-08-14,0.93,0.94,NaN,NaN,1.01,1.03,NaN,NaN,1.11,1.13,1.19,1.22
2017-08-11,0.98,0.99,NaN,NaN,1.01,1.03,NaN,NaN,1.12,1.14,1.18,1.21
2017-08-10,1.0,1.01,NaN,NaN,1.03,1.05,NaN,NaN,1.12,1.14,1.19,1.22
2017-08-09,0.99,1.0,NaN,NaN,1.04,1.06,NaN,NaN,1.13,1.15,1.18,1.21
2017-08-08,0.98,0.99,NaN,NaN,1.04,1.06,NaN,NaN,1.14,1.16,1.21,1.24
2017-08-07,0.97,0.98,NaN,NaN,1.01,1.03,NaN,NaN,1.12,1.14,1.19,1.22
2017-08-04,0.98,0.99,NaN,NaN,1.06,1.08,NaN,NaN,1.12,1.14,1.2,1.23
2017-08-03,0.98,0.99,NaN,NaN,1.06,1.08,NaN,NaN,1.11,1.13,1.19,1.22
2017-08-02,1.0,1.01,NaN,NaN,1.06,1.08,NaN,NaN,1.13,1.15,1.21,1.24
2017-08-01,0.98,0.99,NaN,NaN,1.06,1.08,NaN,NaN,1.13,1.15,1.19,1.22
2017-07-31,0.98,0.99,NaN,NaN,1.05,1.07,NaN,NaN,1.11,1.13,1.2,1.23
2017-07-28,0.98,0.99,NaN,NaN,1.06,1.08,NaN,NaN,1.11,1.13,1.19,1.22
2017-07-27,0.99,1.0,NaN,NaN,1.09,1.11,NaN,NaN,1.11,1.13,1.19,1.22
2017-07-26,1.0,1.01,NaN,NaN,1.11,1.13,NaN,NaN,1.12,1.14,1.2,1.23
2017-07-25,0.94,0.95,NaN,NaN,1.16,1.18,NaN,NaN,1.13,1.15,1.21,1.24
2017-07-24,0.96,0.97,NaN,NaN,1.15,1.17,NaN,NaN,1.1,1.12,1.2,1.23
2017-07-21,0.97,0.98,NaN,NaN,1.14,1.16,NaN,NaN,1.08,1.1,1.19,1.22
2017-07-20,0.97,0.98,NaN,NaN,1.13,1.15,NaN,NaN,1.1,1.12,1.19,1.22
2017-07-19,0.97,0.98,NaN,NaN,1.09,1.11,NaN,NaN,1.1,1.12,1.2,1.23
2017-07-18,0.93,0.94,NaN,NaN,1.05,1.07,NaN,NaN,1.09,1.11,1.16,1.19
2017-07-17,0.92,0.93,NaN,NaN,1.05,1.07,NaN,NaN,1.08,1.1,1.18,1.21
2017-07-14,0.91,0.92,NaN,NaN,1.02,1.04,NaN,NaN,1.1,1.12,1.18,1.21
2017-07-13,0.93,0.94,NaN,NaN,1.03,1.05,NaN,NaN,1.12,1.14,1.19,1.22
2017-07-12,0.92,0.93,NaN,NaN,1.03,1.05,NaN,NaN,1.11,1.13,1.18,1.21
2017-07-11,0.95,0.96,NaN,NaN,1.03,1.05,NaN,NaN,1.12,1.14,1.17,1.2
2017-07-10,0.92,0.93,NaN,NaN,1.03,1.05,NaN,NaN,1.11,1.13,1.19,1.22
2017-07-07,0.92,0.93,NaN,NaN,1.03,1.05,NaN,NaN,1.12,1.14,1.19,1.22
2017-07-06,0.93,0.94,NaN,NaN,1.02,1.04,NaN,NaN,1.12,1.14,1.2,1.23
2017-07-05,0.95,0.96,NaN,NaN,1.03,1.05,NaN,NaN,1.13,1.15,1.21,1.24
2017-07-03,0.95,0.96,NaN,NaN,1.04,1.06,NaN,NaN,1.11,1.13,1.21,1.24
2017-06-30,0.82,0.83,NaN,NaN,1.01,1.03,NaN,NaN,1.12,1.14,1.21,1.24
2017-06-29,0.86,0.87,NaN,NaN,1.02,1.04,NaN,NaN,1.12,1.14,1.2,1.23
2017-06-28,0.87,0.88,NaN,NaN,1.0,1.02,NaN,NaN,1.1,1.12,1.18,1.21
2017-06-27,0.88,0.89,NaN,NaN,0.99,1.01,NaN,NaN,1.11,1.13,1.19,1.22
2017-06-26,0.77,0.78,NaN,NaN,0.98,1.0,NaN,NaN,1.08,1.1,1.17,1.2
2017-06-23,0.74,0.75,NaN,NaN,0.95,0.97,NaN,NaN,1.08,1.1,1.18,1.21
2017-06-22,0.78,0.79,NaN,NaN,0.94,0.96,NaN,NaN,1.08,1.1,1.19,1.22
2017-06-21,0.84,0.85,NaN,NaN,0.97,0.99,NaN,NaN,1.1,1.12,1.19,1.22
2017-06-20,0.87,0.88,NaN,NaN,1.0,1.02,NaN,NaN,1.12,1.14,1.19,1.22
2017-06-19,0.82,0.83,NaN,NaN,1.01,1.03,NaN,NaN,1.11,1.13,1.18,1.21
2017-06-16,0.83,0.84,NaN,NaN,1.01,1.03,NaN,NaN,1.11,1.13,1.18,1.21
2017-06-15,0.84,0.85,NaN,NaN,1.0,1.02,NaN,NaN,1.11,1.13,1.18,1.21
2017-06-14,0.89,0.9,NaN,NaN,0.99,1.01,NaN,NaN,1.1,1.12,1.17,1.2
2017-06-13,0.88,0.89,NaN,NaN,0.99,1.01,NaN,NaN,1.1,1.12,1.18,1.21
2017-06-12,0.79,0.8,NaN,NaN,0.97,0.99,NaN,NaN,1.07,1.09,1.16,1.19
2017-06-09,0.78,0.79,NaN,NaN,0.99,1.01,NaN,NaN,1.11,1.13,1.17,1.2
2017-06-08,0.78,0.79,NaN,NaN,0.99,1.01,NaN,NaN,1.09,1.11,1.16,1.19
2017-06-07,0.82,0.83,NaN,NaN,0.98,1.0,NaN,NaN,1.07,1.09,1.14,1.17
2017-06-06,0.82,0.83,NaN,NaN,0.96,0.98,NaN,NaN,1.06,1.08,1.13,1.16
2017-06-05,0.8,0.81,NaN,NaN,0.95,0.97,NaN,NaN,1.04,1.06,1.13,1.16
2017-06-02,0.8,0.81,NaN,NaN,0.96,0.98,NaN,NaN,1.04,1.06,1.13,1.16
2017-06-01,0.8,0.81,NaN,NaN,0.96,0.98,NaN,NaN,1.05,1.07,1.13,1.16
2017-05-31,0.85,0.86,NaN,NaN,0.96,0.98,NaN,NaN,1.06,1.08,1.14,1.17
2017-05-30,0.76,0.77,NaN,NaN,0.92,0.93,NaN,NaN,1.05,1.07,1.13,1.16
2017-05-26,0.72,0.73,NaN,NaN,0.92,0.93,NaN,NaN,1.06,1.08,1.14,1.17
2017-05-25,0.7,0.71,NaN,NaN,0.92,0.93,NaN,NaN,1.06,1.08,1.13,1.16
2017-05-24,0.74,0.75,NaN,NaN,0.92,0.93,NaN,NaN,1.05,1.07,1.15,1.18
2017-05-23,0.75,0.76,NaN,NaN,0.91,0.92,NaN,NaN,1.06,1.08,1.12,1.15
2017-05-22,0.66,0.67,NaN,NaN,0.92,0.93,NaN,NaN,1.03,1.05,1.08,1.1
2017-05-19,0.68,0.69,NaN,NaN,0.9,0.91,NaN,NaN,1.01,1.03,1.07,1.09
2017-05-18,0.71,0.72,NaN,NaN,0.91,0.92,NaN,NaN,1.0,1.02,1.06,1.08
2017-05-17,0.7,0.71,NaN,NaN,0.89,0.9,NaN,NaN,0.98,1.0,1.05,1.07
2017-05-16,0.71,0.72,NaN,NaN,0.89,0.9,NaN,NaN,1.02,1.04,1.08,1.1
2017-05-15,0.69,0.7,NaN,NaN,0.89,0.9,NaN,NaN,1.0,1.02,1.08,1.1
2017-05-12,0.66,0.67,NaN,NaN,0.86,0.87,NaN,NaN,1.01,1.03,1.08,1.1
2017-05-11,0.66,0.67,NaN,NaN,0.87,0.88,NaN,NaN,1.02,1.04,1.1,1.12
2017-05-10,0.69,0.7,NaN,NaN,0.89,0.9,NaN,NaN,1.02,1.04,1.1,1.12
2017-05-09,0.73,0.74,NaN,NaN,0.9,0.91,NaN,NaN,1.02,1.04,1.11,1.13
2017-05-08,0.69,0.7,NaN,NaN,0.9,0.91,NaN,NaN,1.0,1.02,1.09,1.11
2017-05-05,0.68,0.69,NaN,NaN,0.88,0.89,NaN,NaN,0.99,1.01,1.07,1.09
2017-05-04,0.69,0.7,NaN,NaN,0.84,0.85,NaN,NaN,0.98,1.0,1.08,1.1
2017-05-03,0.72,0.73,NaN,NaN,0.84,0.85,NaN,NaN,0.98,1.0,1.07,1.09
2017-05-02,0.71,0.72,NaN,NaN,0.81,0.82,NaN,NaN,0.97,0.99,1.05,1.07
2017-05-01,0.64,0.65,NaN,NaN,0.82,0.83,NaN,NaN,0.96,0.98,1.06,1.08
2017-04-28,0.66,0.67,NaN,NaN,0.79,0.8,NaN,NaN,0.97,0.99,1.05,1.07
2017-04-27,0.69,0.7,NaN,NaN,0.8,0.81,NaN,NaN,0.96,0.98,1.04,1.06
2017-04-26,0.73,0.74,NaN,NaN,0.82,0.83,NaN,NaN,0.97,0.99,1.05,1.07
2017-04-25,0.72,0.73,NaN,NaN,0.81,0.82,NaN,NaN,0.96,0.98,1.07,1.09
2017-04-24,0.72,0.73,NaN,NaN,0.8,0.81,NaN,NaN,0.94,0.96,0.99,1.01
2017-04-21,0.71,0.72,NaN,NaN,0.78,0.79,NaN,NaN,0.9,0.92,0.96,0.98
2017-04-20,0.72,0.73,NaN,NaN,0.78,0.79,NaN,NaN,0.91,0.93,0.98,1.0
2017-04-19,0.74,0.75,NaN,NaN,0.8,0.81,NaN,NaN,0.92,0.94,0.99,1.01
2017-04-18,0.75,0.76,NaN,NaN,0.81,0.82,NaN,NaN,0.92,0.94,0.99,1.01
2017-04-17,0.74,0.75,NaN,NaN,0.82,0.83,NaN,NaN,0.92,0.94,1.01,1.03
2017-04-13,0.75,0.76,NaN,NaN,0.8,0.81,NaN,NaN,0.92,0.94,1.0,1.02
2017-04-12,0.76,0.77,NaN,NaN,0.8,0.81,NaN,NaN,0.93,0.95,1.01,1.03
2017-04-11,0.73,0.74,NaN,NaN,0.81,0.82,NaN,NaN,0.92,0.94,1.02,1.04
2017-04-10,0.76,0.77,NaN,NaN,0.81,0.82,NaN,NaN,0.95,0.97,1.04,1.06
2017-04-07,0.76,0.77,NaN,NaN,0.81,0.82,NaN,NaN,0.93,0.95,1.05,1.07
2017-04-06,0.77,0.78,NaN,NaN,0.78,0.79,NaN,NaN,0.92,0.94,1.02,1.04
2017-04-05,0.76,0.77,NaN,NaN,0.79,0.8,NaN,NaN,0.91,0.93,1.0,1.02
2017-04-04,0.76,0.77,NaN,NaN,0.78,0.79,NaN,NaN,0.9,0.92,1.0,1.02
2017-04-03,0.71,0.72,NaN,NaN,0.78,0.79,NaN,NaN,0.9,0.92,1.0,1.02
2017-03-31,0.73,0.74,NaN,NaN,0.75,0.76,NaN,NaN,0.89,0.91,1.01,1.03
2017-03-30,0.74,0.75,NaN,NaN,0.77,0.78,NaN,NaN,0.89,0.91,1.01,1.03
2017-03-29,0.75,0.76,NaN,NaN,0.77,0.78,NaN,NaN,0.9,0.92,1.02,1.04
2017-03-28,0.74,0.75,NaN,NaN,0.77,0.78,NaN,NaN,0.9,0.92,1.01,1.03
2017-03-27,0.72,0.73,NaN,NaN,0.77,0.78,NaN,NaN,0.89,0.91,0.96,0.98
2017-03-24,0.72,0.73,NaN,NaN,0.77,0.78,NaN,NaN,0.87,0.89,0.96,0.98
2017-03-23,0.72,0.73,NaN,NaN,0.75,0.76,NaN,NaN,0.88,0.9,0.95,0.97
2017-03-22,0.73,0.74,NaN,NaN,0.76,0.77,NaN,NaN,0.88,0.9,0.95,0.97
2017-03-21,0.75,0.76,NaN,NaN,0.76,0.77,NaN,NaN,0.89,0.91,0.97,0.99
2017-03-20,0.68,0.69,NaN,NaN,0.75,0.76,NaN,NaN,0.87,0.89,0.97,0.99
2017-03-17,0.7,0.71,NaN,NaN,0.72,0.73,NaN,NaN,0.85,0.87,0.97,0.99
2017-03-16,0.67,0.68,NaN,NaN,0.72,0.73,NaN,NaN,0.87,0.89,0.98,1.0
2017-03-15,0.7,0.71,NaN,NaN,0.72,0.73,NaN,NaN,0.87,0.89,0.99,1.01
2017-03-14,0.76,0.77,NaN,NaN,0.77,0.78,NaN,NaN,0.91,0.93,1.03,1.05
2017-03-13,0.67,0.68,NaN,NaN,0.78,0.79,NaN,NaN,0.91,0.93,1.03,1.05
2017-03-10,0.58,0.59,NaN,NaN,0.73,0.74,NaN,NaN,0.87,0.89,1.0,1.02
2017-03-09,0.48,0.49,NaN,NaN,0.72,0.73,NaN,NaN,0.86,0.88,1.01,1.03
2017-03-08,0.52,0.53,NaN,NaN,0.72,0.73,NaN,NaN,0.84,0.86,1.0,1.02
2017-03-07,0.54,0.55,NaN,NaN,0.75,0.76,NaN,NaN,0.85,0.87,0.99,1.01
2017-03-06,0.53,0.54,NaN,NaN,0.73,0.74,NaN,NaN,0.82,0.83,0.95,0.97
2017-03-03,0.54,0.55,NaN,NaN,0.7,0.71,NaN,NaN,0.82,0.83,0.96,0.98
2017-03-02,0.5,0.51,NaN,NaN,0.66,0.67,NaN,NaN,0.82,0.83,0.96,0.98
2017-03-01,0.45,0.46,NaN,NaN,0.62,0.63,NaN,NaN,0.78,0.79,0.9,0.92
2017-02-28,0.39,0.4,NaN,NaN,0.53,0.54,NaN,NaN,0.68,0.69,0.86,0.88
2017-02-27,0.43,0.44,NaN,NaN,0.5,0.51,NaN,NaN,0.67,0.68,0.77,0.78
2017-02-24,0.39,0.4,NaN,NaN,0.51,0.52,NaN,NaN,0.64,0.65,0.77,0.78
2017-02-23,0.38,0.39,NaN,NaN,0.51,0.52,NaN,NaN,0.65,0.66,0.77,0.79
2017-02-22,0.46,0.47,NaN,NaN,0.52,0.53,NaN,NaN,0.67,0.68,0.78,0.8
2017-02-21,0.48,0.49,NaN,NaN,0.53,0.54,NaN,NaN,0.68,0.69,0.79,0.81
2017-02-17,0.49,0.5,NaN,NaN,0.52,0.53,NaN,NaN,0.65,0.66,0.79,0.81
2017-02-16,0.5,0.51,NaN,NaN,0.52,0.53,NaN,NaN,0.65,0.66,0.79,0.81
2017-02-15,0.52,0.53,NaN,NaN,0.53,0.54,NaN,NaN,0.66,0.67,0.83,0.85
2017-02-14,0.5,0.51,NaN,NaN,0.54,0.55,NaN,NaN,0.65,0.66,0.81,0.83
2017-02-13,0.49,0.5,NaN,NaN,0.52,0.53,NaN,NaN,0.62,0.63,0.79,0.81
2017-02-10,0.5,0.51,NaN,NaN,0.54,0.55,NaN,NaN,0.63,0.64,0.79,0.81
2017-02-09,0.5,0.51,NaN,NaN,0.53,0.54,NaN,NaN,0.63,0.64,0.78,0.8
2017-02-08,0.51,0.52,NaN,NaN,0.53,0.54,NaN,NaN,0.62,0.63,0.77,0.79
2017-02-07,0.5,0.51,NaN,NaN,0.53,0.54,NaN,NaN,0.62,0.63,0.78,0.8
2017-02-06,0.47,0.48,NaN,NaN,0.53,0.54,NaN,NaN,0.61,0.62,0.77,0.79
2017-02-03,0.48,0.49,NaN,NaN,0.5,0.51,NaN,NaN,0.62,0.63,0.8,0.82
2017-02-02,0.49,0.5,NaN,NaN,0.51,0.52,NaN,NaN,0.63,0.64,0.82,0.84
2017-02-01,0.49,0.5,NaN,NaN,0.5,0.51,NaN,NaN,0.64,0.65,0.81,0.83
2017-01-31,0.49,0.5,NaN,NaN,0.52,0.53,NaN,NaN,0.63,0.64,0.82,0.84
2017-01-30,0.48,0.49,NaN,NaN,0.51,0.52,NaN,NaN,0.62,0.63,0.77,0.78
2017-01-27,0.48,0.49,NaN,NaN,0.51,0.52,NaN,NaN,0.62,0.63,0.78,0.8
2017-01-26,0.48,0.49,NaN,NaN,0.5,0.51,NaN,NaN,0.61,0.62,0.78,0.8
2017-01-25,0.47,0.48,NaN,NaN,0.49,0.5,NaN,NaN,0.6,0.61,0.78,0.8
2017-01-24,0.49,0.5,NaN,NaN,0.5,0.51,NaN,NaN,0.61,0.62,0.77,0.79
2017-01-23,0.45,0.46,NaN,NaN,0.51,0.52,NaN,NaN,0.58,0.59,0.76,0.77
2017-01-20,0.45,0.46,NaN,NaN,0.49,0.5,NaN,NaN,0.61,0.62,0.79,0.81
2017-01-19,0.46,0.47,NaN,NaN,0.51,0.52,NaN,NaN,0.61,0.62,0.8,0.82
2017-01-18,0.47,0.48,NaN,NaN,0.52,0.53,NaN,NaN,0.62,0.63,0.79,0.81
2017-01-17,0.51,0.52,NaN,NaN,0.54,0.55,NaN,NaN,0.61,0.62,0.77,0.79
2017-01-13,0.51,0.52,NaN,NaN,0.52,0.53,NaN,NaN,0.6,0.61,0.79,0.81
2017-01-12,0.51,0.52,NaN,NaN,0.51,0.52,NaN,NaN,0.58,0.59,0.79,0.81
2017-01-11,0.5,0.51,NaN,NaN,0.51,0.52,NaN,NaN,0.59,0.6,0.8,0.82
2017-01-10,0.5,0.51,NaN,NaN,0.51,0.52,NaN,NaN,0.59,0.6,0.8,0.82
2017-01-09,0.49,0.5,NaN,NaN,0.5,0.51,NaN,NaN,0.59,0.6,0.8,0.82
