Date,4 WEEKS BANK DISCOUNT,4 WEEKS COUPON EQUIVALENT,8 WEEKS BANK DISCOUNT,8 WEEKS COUPON EQUIVALENT,13 WEEKS BANK DISCOUNT,13 WEEKS COUPON EQUIVALENT,17 WEEKS BANK DISCOUNT,17 WEEKS COUPON EQUIVALENT,26 WEEKS BANK DISCOUNT,26 WEEKS COUPON EQUIVALENT,52 WEEKS BANK DISCOUNT,52 WEEKS COUPON EQUIVALENT
2009-12-31,0.04,0.04,NaN,NaN,0.06,0.06,NaN,NaN,0.2,0.2,0.44,0.45
2009-12-30,0.02,0.02,NaN,NaN,0.05,0.05,NaN,NaN,0.19,0.19,0.42,0.43
2009-12-29,0.02,0.02,NaN,NaN,0.1,0.1,NaN,NaN,0.2,0.2,0.44,0.45
2009-12-28,0.02,0.02,NaN,NaN,0.11,0.11,NaN,NaN,0.2,0.2,0.44,0.45
2009-12-24,0.02,0.02,NaN,NaN,0.05,0.05,NaN,NaN,0.18,0.18,0.41,0.42
2009-12-23,0.01,0.01,NaN,NaN,0.07,0.07,NaN,NaN,0.17,0.17,0.39,0.4
2009-12-22,0.01,0.01,NaN,NaN,0.08,0.08,NaN,NaN,0.18,0.18,0.39,0.4
2009-12-21,NaN,NaN,NaN,NaN,0.08,0.08,NaN,NaN,0.17,0.17,0.39,0.4
2009-12-18,0.01,0.01,NaN,NaN,0.05,0.05,NaN,NaN,0.16,0.16,0.35,0.36
2009-12-17,0.01,0.01,NaN,NaN,0.04,0.04,NaN,NaN,0.15,0.15,0.34,0.35
2009-12-16,0.02,0.02,NaN,NaN,0.04,0.04,NaN,NaN,0.17,0.17,0.37,0.38
2009-12-15,0.02,0.02,NaN,NaN,0.05,0.05,NaN,NaN,0.17,0.17,0.4,0.41
2009-12-14,0.02,0.02,NaN,NaN,0.04,0.04,NaN,NaN,0.16,0.16,0.33,0.34
2009-12-11,0.01,0.01,NaN,NaN,0.03,0.03,NaN,NaN,0.16,0.16,0.32,0.33
2009-12-10,0.01,0.01,NaN,NaN,0.02,0.02,NaN,NaN,0.15,0.15,0.29,0.29
2009-12-09,0.01,0.01,NaN,NaN,0.03,0.03,NaN,NaN,0.14,0.14,0.28,0.28
2009-12-08,0.02,0.02,NaN,NaN,0.03,0.03,NaN,NaN,0.15,0.15,0.26,0.26
2009-12-07,0.08,0.08,NaN,NaN,0.04,0.04,NaN,NaN,0.16,0.16,0.29,0.29
2009-12-04,0.08,0.08,NaN,NaN,0.06,0.06,NaN,NaN,0.17,0.17,0.33,0.34
2009-12-03,0.09,0.09,NaN,NaN,0.06,0.06,NaN,NaN,0.16,0.16,0.28,0.28
2009-12-02,0.08,0.08,NaN,NaN,0.05,0.05,NaN,NaN,0.15,0.15,0.26,0.26
2009-12-01,0.09,0.09,NaN,NaN,0.06,0.06,NaN,NaN,0.15,0.15,0.24,0.24
2009-11-30,0.08,0.08,NaN,NaN,0.06,0.06,NaN,NaN,0.15,0.15,0.25,0.25
2009-11-27,0.06,0.06,NaN,NaN,0.03,0.03,NaN,NaN,0.14,0.14,0.25,0.25
2009-11-25,0.07,0.07,NaN,NaN,0.05,0.05,NaN,NaN,0.14,0.14,0.25,0.25
2009-11-24,0.06,0.06,NaN,NaN,0.05,0.05,NaN,NaN,0.14,0.14,0.27,0.27
