Date,4 WEEKS BANK DISCOUNT,4 WEEKS COUPON EQUIVALENT,8 WEEKS BANK DISCOUNT,8 WEEKS COUPON EQUIVALENT,13 WEEKS BANK DISCOUNT,13 WEEKS COUPON EQUIVALENT,17 WEEKS BANK DISCOUNT,17 WEEKS COUPON EQUIVALENT,26 WEEKS BANK DISCOUNT,26 WEEKS COUPON EQUIVALENT,52 WEEKS BANK DISCOUNT,52 WEEKS COUPON EQUIVALENT
2006-12-29,4.65,4.73,NaN,NaN,4.89,5.02,NaN,NaN,4.9,5.09,NaN,NaN
2006-12-28,4.64,4.72,NaN,NaN,4.87,5.0,NaN,NaN,4.91,5.1,NaN,NaN
2006-12-27,4.66,4.74,NaN,NaN,4.85,4.98,NaN,NaN,4.91,5.1,NaN,NaN
2006-12-26,4.7,4.78,NaN,NaN,4.87,5.0,NaN,NaN,4.91,5.1,NaN,NaN
2006-12-22,4.73,4.81,NaN,NaN,4.86,4.99,NaN,NaN,4.89,5.08,NaN,NaN
2006-12-21,4.75,4.83,NaN,NaN,4.84,4.97,NaN,NaN,4.87,5.06,NaN,NaN
2006-12-20,4.78,4.86,NaN,NaN,4.84,4.97,NaN,NaN,4.89,5.08,NaN,NaN
2006-12-19,4.75,4.83,NaN,NaN,4.84,4.97,NaN,NaN,4.89,5.08,NaN,NaN
2006-12-18,4.7,4.78,NaN,NaN,4.84,4.97,NaN,NaN,4.9,5.09,NaN,NaN
2006-12-15,4.69,4.77,NaN,NaN,4.79,4.91,NaN,NaN,4.88,5.07,NaN,NaN
2006-12-14,4.78,4.86,NaN,NaN,4.83,4.96,NaN,NaN,4.89,5.08,NaN,NaN
2006-12-13,4.77,4.85,NaN,NaN,4.82,4.95,NaN,NaN,4.88,5.07,NaN,NaN
2006-12-12,4.78,4.86,NaN,NaN,4.81,4.94,NaN,NaN,4.87,5.06,NaN,NaN
2006-12-11,4.76,4.84,NaN,NaN,4.81,4.94,NaN,NaN,4.88,5.07,NaN,NaN
2006-12-08,4.8,4.88,NaN,NaN,4.84,4.97,NaN,NaN,4.89,5.08,NaN,NaN
2006-12-07,4.83,4.91,NaN,NaN,4.85,4.98,NaN,NaN,4.86,5.05,NaN,NaN
2006-12-06,4.82,4.91,NaN,NaN,4.86,4.99,NaN,NaN,4.86,5.05,NaN,NaN
2006-12-05,4.79,4.87,NaN,NaN,4.86,4.99,NaN,NaN,4.84,5.03,NaN,NaN
2006-12-04,5.07,5.16,NaN,NaN,4.88,5.01,NaN,NaN,4.85,5.04,NaN,NaN
2006-12-01,5.14,5.23,NaN,NaN,4.9,5.03,NaN,NaN,4.86,5.05,NaN,NaN
2006-11-30,5.14,5.23,NaN,NaN,4.9,5.03,NaN,NaN,4.91,5.1,NaN,NaN
2006-11-29,5.17,5.26,NaN,NaN,4.91,5.04,NaN,NaN,4.93,5.13,NaN,NaN
2006-11-28,5.18,5.27,NaN,NaN,4.91,5.04,NaN,NaN,4.93,5.13,NaN,NaN
2006-11-27,5.16,5.25,NaN,NaN,4.92,5.05,NaN,NaN,4.94,5.14,NaN,NaN
2006-11-24,5.14,5.23,NaN,NaN,4.91,5.04,NaN,NaN,4.94,5.13,NaN,NaN
2006-11-22,5.16,5.25,NaN,NaN,4.92,5.05,NaN,NaN,4.95,5.15,NaN,NaN
2006-11-21,5.17,5.26,NaN,NaN,4.94,5.07,NaN,NaN,4.95,5.15,NaN,NaN
2006-11-20,5.12,5.21,NaN,NaN,4.95,5.08,NaN,NaN,4.95,5.15,NaN,NaN
2006-11-17,5.11,5.2,NaN,NaN,4.96,5.09,NaN,NaN,4.95,5.14,NaN,NaN
