Date,4 WEEKS BANK DISCOUNT,4 WEEKS COUPON EQUIVALENT,8 WEEKS BANK DISCOUNT,8 WEEKS COUPON EQUIVALENT,13 WEEKS BANK DISCOUNT,13 WEEKS COUPON EQUIVALENT,17 WEEKS BANK DISCOUNT,17 WEEKS COUPON EQUIVALENT,26 WEEKS BANK DISCOUNT,26 WEEKS COUPON EQUIVALENT,52 WEEKS BANK DISCOUNT,52 WEEKS COUPON EQUIVALENT
2004-12-31,1.84,1.87,NaN,NaN,2.18,2.22,NaN,NaN,2.52,2.59,NaN,NaN
2004-12-30,1.62,1.64,NaN,NaN,2.18,2.22,NaN,NaN,2.52,2.59,NaN,NaN
2004-12-29,1.71,1.74,NaN,NaN,2.19,2.23,NaN,NaN,2.53,2.6,NaN,NaN
2004-12-28,1.84,1.87,NaN,NaN,2.22,2.26,NaN,NaN,2.55,2.62,NaN,NaN
2004-12-27,1.82,1.85,NaN,NaN,2.24,2.28,NaN,NaN,2.56,2.63,NaN,NaN
2004-12-23,1.78,1.81,NaN,NaN,2.15,2.19,NaN,NaN,2.47,2.54,NaN,NaN
2004-12-22,1.8,1.83,NaN,NaN,2.15,2.19,NaN,NaN,2.47,2.54,NaN,NaN
2004-12-21,1.89,1.92,NaN,NaN,2.17,2.21,NaN,NaN,2.48,2.55,NaN,NaN
2004-12-20,1.91,1.94,NaN,NaN,2.19,2.23,NaN,NaN,2.48,2.55,NaN,NaN
2004-12-17,1.9,1.93,NaN,NaN,2.16,2.2,NaN,NaN,2.42,2.48,NaN,NaN
2004-12-16,1.89,1.92,NaN,NaN,2.16,2.2,NaN,NaN,2.41,2.47,NaN,NaN
2004-12-15,1.94,1.97,NaN,NaN,2.17,2.21,NaN,NaN,2.41,2.47,NaN,NaN
2004-12-14,1.98,2.01,NaN,NaN,2.18,2.22,NaN,NaN,2.42,2.48,NaN,NaN
2004-12-13,1.98,2.01,NaN,NaN,2.21,2.25,NaN,NaN,2.44,2.5,NaN,NaN
2004-12-10,2.03,2.06,NaN,NaN,2.21,2.25,NaN,NaN,2.38,2.44,NaN,NaN
2004-12-09,2.03,2.06,NaN,NaN,2.2,2.24,NaN,NaN,2.36,2.42,NaN,NaN
2004-12-08,2.04,2.07,NaN,NaN,2.2,2.24,NaN,NaN,2.36,2.42,NaN,NaN
2004-12-07,2.05,2.08,NaN,NaN,2.21,2.25,NaN,NaN,2.37,2.43,NaN,NaN
2004-12-06,2.04,2.07,NaN,NaN,2.22,2.26,NaN,NaN,2.38,2.44,NaN,NaN
2004-12-03,2.02,2.05,NaN,NaN,2.17,2.21,NaN,NaN,2.33,2.39,NaN,NaN
2004-12-02,2.02,2.05,NaN,NaN,2.18,2.22,NaN,NaN,2.35,2.41,NaN,NaN
2004-12-01,2.02,2.05,NaN,NaN,2.18,2.22,NaN,NaN,2.34,2.4,NaN,NaN
2004-11-30,2.04,2.07,NaN,NaN,2.19,2.23,NaN,NaN,2.38,2.44,NaN,NaN
2004-11-29,1.97,2.0,NaN,NaN,2.2,2.24,NaN,NaN,2.4,2.46,NaN,NaN
2004-11-26,1.97,2.0,NaN,NaN,2.16,2.2,NaN,NaN,2.34,2.4,NaN,NaN
2004-11-24,1.95,1.98,NaN,NaN,2.14,2.18,NaN,NaN,2.34,2.4,NaN,NaN
2004-11-23,1.96,1.99,NaN,NaN,2.15,2.19,NaN,NaN,2.35,2.41,NaN,NaN
2004-11-22,1.93,1.96,NaN,NaN,2.16,2.2,NaN,NaN,2.37,2.43,NaN,NaN
2004-11-19,1.94,1.97,NaN,NaN,2.1,2.14,NaN,NaN,2.3,2.36,NaN,NaN
2004-11-18,1.84,1.87,NaN,NaN,2.09,2.13,NaN,NaN,2.28,2.34,NaN,NaN
2004-11-17,1.84,1.87,NaN,NaN,2.09,2.13,NaN,NaN,2.27,2.33,NaN,NaN
2004-11-16,1.87,1.9,NaN,NaN,2.1,2.14,NaN,NaN,2.3,2.36,NaN,NaN
2004-11-15,1.87,1.9,NaN,NaN,2.09,2.13,NaN,NaN,2.29,2.35,NaN,NaN
2004-11-12,1.87,1.9,NaN,NaN,2.04,2.08,NaN,NaN,2.25,2.31,NaN,NaN
2004-11-10,1.85,1.88,NaN,NaN,2.04,2.08,NaN,NaN,2.24,2.3,NaN,NaN
2004-11-09,1.86,1.89,NaN,NaN,2.04,2.08,NaN,NaN,2.24,2.3,NaN,NaN
2004-11-08,1.83,1.86,NaN,NaN,2.04,2.08,NaN,NaN,2.25,2.31,NaN,NaN
2004-11-05,1.82,1.85,NaN,NaN,1.99,2.03,NaN,NaN,2.21,2.27,NaN,NaN
2004-11-04,1.82,1.85,NaN,NaN,1.94,1.98,NaN,NaN,2.14,2.19,NaN,NaN
2004-11-03,1.8,1.83,NaN,NaN,1.92,1.96,NaN,NaN,2.13,2.18,NaN,NaN
2004-11-02,1.83,1.86,NaN,NaN,1.94,1.98,NaN,NaN,2.14,2.19,NaN,NaN
2004-11-01,1.74,1.77,NaN,NaN,1.96,2.0,NaN,NaN,2.15,2.2,NaN,NaN
2004-10-29,1.7,1.73,NaN,NaN,1.87,1.9,NaN,NaN,2.08,2.13,NaN,NaN
2004-10-28,1.68,1.71,NaN,NaN,1.87,1.9,NaN,NaN,2.09,2.14,NaN,NaN
2004-10-27,1.75,1.78,NaN,NaN,1.88,1.92,NaN,NaN,2.08,2.13,NaN,NaN
2004-10-26,1.79,1.82,NaN,NaN,1.88,1.92,NaN,NaN,2.05,2.1,NaN,NaN
2004-10-25,1.68,1.71,NaN,NaN,1.87,1.9,NaN,NaN,2.05,2.1,NaN,NaN
2004-10-22,1.61,1.63,NaN,NaN,1.81,1.84,NaN,NaN,2.02,2.07,NaN,NaN
2004-10-21,1.6,1.62,NaN,NaN,1.81,1.84,NaN,NaN,2.01,2.06,NaN,NaN
2004-10-20,1.59,1.61,NaN,NaN,1.79,1.82,NaN,NaN,1.99,2.04,NaN,NaN
2004-10-19,1.6,1.62,NaN,NaN,1.79,1.82,NaN,NaN,2.0,2.05,NaN,NaN
2004-10-18,1.56,1.58,NaN,NaN,1.78,1.81,NaN,NaN,2.0,2.05,NaN,NaN
2004-10-15,1.56,1.58,NaN,NaN,1.72,1.75,NaN,NaN,1.95,2.0,NaN,NaN
2004-10-14,1.57,1.59,NaN,NaN,1.71,1.74,NaN,NaN,1.94,1.99,NaN,NaN
2004-10-13,1.56,1.58,NaN,NaN,1.69,1.72,NaN,NaN,1.95,2.0,NaN,NaN
2004-10-12,1.55,1.57,NaN,NaN,1.69,1.72,NaN,NaN,1.97,2.02,NaN,NaN
2004-10-08,1.53,1.55,NaN,NaN,1.67,1.7,NaN,NaN,1.96,2.01,NaN,NaN
2004-10-07,1.53,1.55,NaN,NaN,1.67,1.7,NaN,NaN,1.98,2.03,NaN,NaN
2004-10-06,1.53,1.55,NaN,NaN,1.68,1.71,NaN,NaN,1.99,2.04,NaN,NaN
2004-10-05,1.54,1.56,NaN,NaN,1.68,1.71,NaN,NaN,1.98,2.03,NaN,NaN
2004-10-04,1.5,1.52,NaN,NaN,1.69,1.72,NaN,NaN,2.0,2.05,NaN,NaN
2004-10-01,1.49,1.51,NaN,NaN,1.67,1.7,NaN,NaN,1.95,2.0,NaN,NaN
2004-09-30,1.44,1.46,NaN,NaN,1.68,1.71,NaN,NaN,1.95,2.0,NaN,NaN
2004-09-29,1.49,1.51,NaN,NaN,1.69,1.72,NaN,NaN,1.95,2.0,NaN,NaN
2004-09-28,1.6,1.62,NaN,NaN,1.69,1.72,NaN,NaN,1.95,2.0,NaN,NaN
2004-09-27,1.55,1.57,NaN,NaN,1.72,1.75,NaN,NaN,1.96,2.01,NaN,NaN
2004-09-24,1.5,1.52,NaN,NaN,1.7,1.73,NaN,NaN,1.94,1.99,NaN,NaN
2004-09-23,1.5,1.52,NaN,NaN,1.69,1.72,NaN,NaN,1.91,1.96,NaN,NaN
2004-09-22,1.5,1.52,NaN,NaN,1.68,1.71,NaN,NaN,1.89,1.93,NaN,NaN
2004-09-21,1.6,1.62,NaN,NaN,1.69,1.72,NaN,NaN,1.89,1.93,NaN,NaN
2004-09-20,1.57,1.59,NaN,NaN,1.7,1.73,NaN,NaN,1.88,1.92,NaN,NaN
2004-09-17,1.55,1.57,NaN,NaN,1.68,1.71,NaN,NaN,1.86,1.9,NaN,NaN
2004-09-16,1.52,1.54,NaN,NaN,1.64,1.67,NaN,NaN,1.83,1.87,NaN,NaN
2004-09-15,1.54,1.56,NaN,NaN,1.64,1.67,NaN,NaN,1.84,1.88,NaN,NaN
2004-09-14,1.55,1.57,NaN,NaN,1.63,1.66,NaN,NaN,1.84,1.88,NaN,NaN
2004-09-13,1.56,1.58,NaN,NaN,1.64,1.67,NaN,NaN,1.85,1.89,NaN,NaN
2004-09-10,1.58,1.6,NaN,NaN,1.63,1.66,NaN,NaN,1.83,1.87,NaN,NaN
2004-09-09,1.55,1.57,NaN,NaN,1.61,1.64,NaN,NaN,1.84,1.88,NaN,NaN
2004-09-08,1.55,1.57,NaN,NaN,1.62,1.66,NaN,NaN,1.84,1.88,NaN,NaN
2004-09-07,1.49,1.51,NaN,NaN,1.64,1.67,NaN,NaN,1.87,1.91,NaN,NaN
2004-09-03,1.46,1.48,NaN,NaN,1.62,1.65,NaN,NaN,1.83,1.87,NaN,NaN
2004-09-02,1.43,1.45,NaN,NaN,1.57,1.6,NaN,NaN,1.76,1.8,NaN,NaN
2004-09-01,1.41,1.43,NaN,NaN,1.55,1.58,NaN,NaN,1.75,1.79,NaN,NaN
2004-08-31,1.43,1.45,NaN,NaN,1.57,1.6,NaN,NaN,1.75,1.79,NaN,NaN
2004-08-30,1.41,1.43,NaN,NaN,1.59,1.62,NaN,NaN,1.79,1.83,NaN,NaN
2004-08-27,1.4,1.42,NaN,NaN,1.53,1.56,NaN,NaN,1.76,1.8,NaN,NaN
2004-08-26,1.37,1.39,NaN,NaN,1.52,1.55,NaN,NaN,1.75,1.79,NaN,NaN
2004-08-25,1.35,1.37,NaN,NaN,1.52,1.55,NaN,NaN,1.75,1.79,NaN,NaN
2004-08-24,1.37,1.39,NaN,NaN,1.52,1.55,NaN,NaN,1.76,1.8,NaN,NaN
2004-08-23,1.29,1.31,NaN,NaN,1.52,1.55,NaN,NaN,1.76,1.8,NaN,NaN
2004-08-20,1.31,1.33,NaN,NaN,1.46,1.49,NaN,NaN,1.7,1.74,NaN,NaN
2004-08-19,1.32,1.34,NaN,NaN,1.45,1.48,NaN,NaN,1.69,1.73,NaN,NaN
2004-08-18,1.35,1.37,NaN,NaN,1.46,1.49,NaN,NaN,1.7,1.74,NaN,NaN
2004-08-17,1.36,1.38,NaN,NaN,1.46,1.49,NaN,NaN,1.71,1.75,NaN,NaN
2004-08-16,1.33,1.35,NaN,NaN,1.47,1.5,NaN,NaN,1.73,1.77,NaN,NaN
2004-08-13,1.3,1.32,NaN,NaN,1.41,1.43,NaN,NaN,1.68,1.72,NaN,NaN
