Date,4 WEEKS BANK DISCOUNT,4 WEEKS COUPON EQUIVALENT,8 WEEKS BANK DISCOUNT,8 WEEKS COUPON EQUIVALENT,13 WEEKS BANK DISCOUNT,13 WEEKS COUPON EQUIVALENT,17 WEEKS BANK DISCOUNT,17 WEEKS COUPON EQUIVALENT,26 WEEKS BANK DISCOUNT,26 WEEKS COUPON EQUIVALENT,52 WEEKS BANK DISCOUNT,52 WEEKS COUPON EQUIVALENT
2003-12-31,0.88,0.9,NaN,NaN,0.93,0.94,NaN,NaN,1.0,1.02,NaN,NaN
2003-12-30,0.86,0.87,NaN,NaN,0.92,0.94,NaN,NaN,1.0,1.02,NaN,NaN
2003-12-29,0.76,0.77,NaN,NaN,0.89,0.91,NaN,NaN,1.01,1.03,NaN,NaN
2003-12-26,0.74,0.75,NaN,NaN,0.85,0.87,NaN,NaN,0.97,0.99,NaN,NaN
2003-12-24,0.86,0.87,NaN,NaN,0.88,0.9,NaN,NaN,0.98,1.0,NaN,NaN
2003-12-23,0.87,0.89,NaN,NaN,0.88,0.9,NaN,NaN,0.98,1.0,NaN,NaN
2003-12-22,0.86,0.87,NaN,NaN,0.89,0.91,NaN,NaN,0.97,0.99,NaN,NaN
2003-12-19,0.86,0.87,NaN,NaN,0.86,0.88,NaN,NaN,0.94,0.96,NaN,NaN
2003-12-18,0.84,0.85,NaN,NaN,0.87,0.89,NaN,NaN,0.94,0.96,NaN,NaN
2003-12-17,0.83,0.84,NaN,NaN,0.88,0.9,NaN,NaN,0.97,0.99,NaN,NaN
2003-12-16,0.86,0.87,NaN,NaN,0.89,0.91,NaN,NaN,0.98,1.0,NaN,NaN
2003-12-15,0.85,0.86,NaN,NaN,0.89,0.91,NaN,NaN,0.99,1.01,NaN,NaN
2003-12-12,0.86,0.87,NaN,NaN,0.89,0.91,NaN,NaN,0.97,0.99,NaN,NaN
2003-12-11,0.86,0.87,NaN,NaN,0.88,0.9,NaN,NaN,0.97,0.99,NaN,NaN
2003-12-10,0.9,0.92,NaN,NaN,0.91,0.93,NaN,NaN,1.01,1.03,NaN,NaN
2003-12-09,0.91,0.93,NaN,NaN,0.91,0.93,NaN,NaN,1.02,1.04,NaN,NaN
2003-12-08,0.92,0.94,NaN,NaN,0.91,0.93,NaN,NaN,1.01,1.03,NaN,NaN
2003-12-05,0.92,0.94,NaN,NaN,0.9,0.92,NaN,NaN,0.99,1.01,NaN,NaN
2003-12-04,0.92,0.94,NaN,NaN,0.91,0.93,NaN,NaN,1.02,1.04,NaN,NaN
2003-12-03,0.94,0.96,NaN,NaN,0.92,0.94,NaN,NaN,1.02,1.04,NaN,NaN
2003-12-02,0.94,0.96,NaN,NaN,0.92,0.94,NaN,NaN,1.02,1.04,NaN,NaN
2003-12-01,0.95,0.97,NaN,NaN,0.93,0.95,NaN,NaN,1.04,1.06,NaN,NaN
2003-11-28,0.94,0.96,NaN,NaN,0.91,0.93,NaN,NaN,1.02,1.04,NaN,NaN
