Date,4 WEEKS BANK DISCOUNT,4 WEEKS COUPON EQUIVALENT,8 WEEKS BANK DISCOUNT,8 WEEKS COUPON EQUIVALENT,13 WEEKS BANK DISCOUNT,13 WEEKS COUPON EQUIVALENT,17 WEEKS BANK DISCOUNT,17 WEEKS COUPON EQUIVALENT,26 WEEKS BANK DISCOUNT,26 WEEKS COUPON EQUIVALENT,52 WEEKS BANK DISCOUNT,52 WEEKS COUPON EQUIVALENT
2002-12-31,1.18,1.2,NaN,NaN,1.2,1.22,NaN,NaN,1.21,1.23,NaN,NaN
2002-12-30,1.12,1.14,NaN,NaN,1.2,1.22,NaN,NaN,1.22,1.24,NaN,NaN
2002-12-27,1.05,1.07,NaN,NaN,1.14,1.16,NaN,NaN,1.21,1.23,NaN,NaN
2002-12-26,1.12,1.14,NaN,NaN,1.16,1.18,NaN,NaN,1.24,1.27,NaN,NaN
2002-12-24,1.15,1.17,NaN,NaN,1.17,1.19,NaN,NaN,1.24,1.27,NaN,NaN
2002-12-23,1.13,1.15,NaN,NaN,1.17,1.19,NaN,NaN,1.24,1.27,NaN,NaN
2002-12-20,1.16,1.18,NaN,NaN,1.19,1.21,NaN,NaN,1.22,1.24,NaN,NaN
2002-12-19,1.17,1.19,NaN,NaN,1.19,1.21,NaN,NaN,1.22,1.24,NaN,NaN
2002-12-18,1.18,1.2,NaN,NaN,1.19,1.21,NaN,NaN,1.24,1.27,NaN,NaN
2002-12-17,1.2,1.22,NaN,NaN,1.2,1.22,NaN,NaN,1.25,1.28,NaN,NaN
2002-12-16,1.18,1.2,NaN,NaN,1.21,1.23,NaN,NaN,1.27,1.3,NaN,NaN
2002-12-13,1.18,1.2,NaN,NaN,1.19,1.21,NaN,NaN,1.25,1.28,NaN,NaN
2002-12-12,1.18,1.2,NaN,NaN,1.19,1.21,NaN,NaN,1.24,1.27,NaN,NaN
2002-12-11,1.21,1.23,NaN,NaN,1.19,1.21,NaN,NaN,1.24,1.27,NaN,NaN
2002-12-10,1.21,1.23,NaN,NaN,1.19,1.21,NaN,NaN,1.25,1.28,NaN,NaN
2002-12-09,1.22,1.24,NaN,NaN,1.21,1.23,NaN,NaN,1.26,1.29,NaN,NaN
2002-12-06,1.21,1.23,NaN,NaN,1.19,1.21,NaN,NaN,1.24,1.26,NaN,NaN
2002-12-05,1.21,1.23,NaN,NaN,1.2,1.22,NaN,NaN,1.25,1.28,NaN,NaN
2002-12-04,1.21,1.23,NaN,NaN,1.2,1.22,NaN,NaN,1.27,1.3,NaN,NaN
2002-12-03,1.21,1.23,NaN,NaN,1.21,1.23,NaN,NaN,1.29,1.32,NaN,NaN
2002-12-02,1.24,1.26,NaN,NaN,1.22,1.24,NaN,NaN,1.29,1.32,NaN,NaN
2002-11-29,1.23,1.25,NaN,NaN,1.2,1.22,NaN,NaN,1.27,1.3,NaN,NaN
