4 WEEKS BANK DISCOUNT,4 WEEKS COUPON EQUIVALENT,8 WEEKS BANK DISCOUNT,8 WEEKS COUPON EQUIVALENT,13 WEEKS BANK DISCOUNT,13 WEEKS COUPON EQUIVALENT,17 WEEKS BANK DISCOUNT,17 WEEKS COUPON EQUIVALENT,26 WEEKS BANK DISCOUNT,26 WEEKS COUPON EQUIVALENT,52 WEEKS BANK DISCOUNT,52 WEEKS COUPON EQUIVALENT
1.4884416942652956,1.5140822729649643,2.3664713541666664,2.4176888020833336,1.5521157197629838,1.588590101080516,4.975955056179775,5.137116104868914,1.6437295224817012,1.6974207040780758,1.2577181532511483,1.305941503504955
