Date,4 WEEKS BANK DISCOUNT,4 WEEKS COUPON EQUIVALENT,8 WEEKS BANK DISCOUNT,8 WEEKS COUPON EQUIVALENT,13 WEEKS BANK DISCOUNT,13 WEEKS COUPON EQUIVALENT,17 WEEKS BANK DISCOUNT,17 WEEKS COUPON EQUIVALENT,26 WEEKS BANK DISCOUNT,26 WEEKS COUPON EQUIVALENT,52 WEEKS BANK DISCOUNT,52 WEEKS COUPON EQUIVALENT
2015-12-31,0.14,0.14,NaN,NaN,0.16,0.16,NaN,NaN,0.48,0.49,0.61,0.62
2015-12-30,0.08,0.08,NaN,NaN,0.21,0.21,NaN,NaN,0.46,0.47,0.6,0.61
2015-12-29,0.18,0.18,NaN,NaN,0.23,0.23,NaN,NaN,0.49,0.5,0.63,0.64
2015-12-28,0.12,0.12,NaN,NaN,0.23,0.23,NaN,NaN,0.5,0.51,0.63,0.64
2015-12-24,0.15,0.15,NaN,NaN,0.2,0.2,NaN,NaN,0.48,0.49,0.61,0.62
2015-12-23,0.19,0.19,NaN,NaN,0.2,0.2,NaN,NaN,0.46,0.47,0.62,0.63
2015-12-22,0.19,0.19,NaN,NaN,0.21,0.21,NaN,NaN,0.46,0.47,0.63,0.64
2015-12-21,0.13,0.13,NaN,NaN,0.24,0.24,NaN,NaN,0.5,0.51,0.62,0.63
2015-12-18,0.16,0.16,NaN,NaN,0.19,0.19,NaN,NaN,0.46,0.47,0.65,0.66
2015-12-17,0.18,0.18,NaN,NaN,0.23,0.23,NaN,NaN,0.47,0.48,0.67,0.68
2015-12-16,0.2,0.2,NaN,NaN,0.27,0.27,NaN,NaN,0.5,0.51,0.68,0.69
2015-12-15,0.21,0.21,NaN,NaN,0.25,0.25,NaN,NaN,0.53,0.54,0.67,0.68
2015-12-14,0.12,0.12,NaN,NaN,0.26,0.26,NaN,NaN,0.53,0.54,0.66,0.67
2015-12-11,0.15,0.15,NaN,NaN,0.22,0.22,NaN,NaN,0.51,0.52,0.66,0.67
2015-12-10,0.19,0.19,NaN,NaN,0.24,0.24,NaN,NaN,0.54,0.55,0.69,0.71
2015-12-09,0.19,0.19,NaN,NaN,0.26,0.26,NaN,NaN,0.52,0.53,0.7,0.72
2015-12-08,0.23,0.23,NaN,NaN,0.27,0.27,NaN,NaN,0.57,0.58,0.74,0.76
2015-12-07,0.2,0.2,NaN,NaN,0.29,0.3,NaN,NaN,0.56,0.57,0.64,0.65
2015-12-04,0.17,0.17,NaN,NaN,0.22,0.22,NaN,NaN,0.48,0.49,0.57,0.58
2015-12-03,0.18,0.18,NaN,NaN,0.21,0.21,NaN,NaN,0.44,0.45,0.54,0.55
2015-12-02,0.19,0.19,NaN,NaN,0.21,0.21,NaN,NaN,0.41,0.42,0.49,0.5
2015-12-01,0.19,0.19,NaN,NaN,0.21,0.21,NaN,NaN,0.41,0.42,0.48,0.49
2015-11-30,0.1,0.1,NaN,NaN,0.22,0.22,NaN,NaN,0.42,0.43,0.48,0.49
