Date,4 WEEKS BANK DISCOUNT,4 WEEKS COUPON EQUIVALENT,8 WEEKS BANK DISCOUNT,8 WEEKS COUPON EQUIVALENT,13 WEEKS BANK DISCOUNT,13 WEEKS COUPON EQUIVALENT,17 WEEKS BANK DISCOUNT,17 WEEKS COUPON EQUIVALENT,26 WEEKS BANK DISCOUNT,26 WEEKS COUPON EQUIVALENT,52 WEEKS BANK DISCOUNT,52 WEEKS COUPON EQUIVALENT
2010-12-31,0.06,0.06,NaN,NaN,0.12,0.12,NaN,NaN,0.19,0.19,0.27,0.27
2010-12-30,0.05,0.05,NaN,NaN,0.12,0.12,NaN,NaN,0.2,0.2,0.27,0.27
2010-12-29,0.05,0.05,NaN,NaN,0.13,0.13,NaN,NaN,0.2,0.2,0.28,0.28
2010-12-28,0.08,0.08,NaN,NaN,0.15,0.15,NaN,NaN,0.21,0.21,0.29,0.29
2010-12-27,0.04,0.04,NaN,NaN,0.17,0.17,NaN,NaN,0.22,0.22,0.3,0.3
2010-12-23,0.06,0.06,NaN,NaN,0.14,0.14,NaN,NaN,0.19,0.19,0.29,0.29
2010-12-22,0.07,0.07,NaN,NaN,0.14,0.14,NaN,NaN,0.2,0.2,0.29,0.29
2010-12-21,0.09,0.09,NaN,NaN,0.14,0.14,NaN,NaN,0.19,0.19,0.29,0.29
2010-12-20,0.02,0.02,NaN,NaN,0.14,0.14,NaN,NaN,0.19,0.19,0.29,0.29
2010-12-17,0.05,0.05,NaN,NaN,0.11,0.11,NaN,NaN,0.18,0.18,0.29,0.29
2010-12-16,0.08,0.08,NaN,NaN,0.13,0.13,NaN,NaN,0.19,0.19,0.3,0.3
2010-12-15,0.08,0.08,NaN,NaN,0.14,0.14,NaN,NaN,0.2,0.2,0.3,0.3
2010-12-14,0.09,0.09,NaN,NaN,0.15,0.15,NaN,NaN,0.2,0.2,0.3,0.3
2010-12-13,0.09,0.09,NaN,NaN,0.15,0.15,NaN,NaN,0.19,0.19,0.27,0.27
2010-12-10,0.09,0.09,NaN,NaN,0.13,0.13,NaN,NaN,0.18,0.18,0.27,0.27
2010-12-09,0.09,0.09,NaN,NaN,0.14,0.14,NaN,NaN,0.18,0.18,0.28,0.28
2010-12-08,0.08,0.08,NaN,NaN,0.15,0.15,NaN,NaN,0.18,0.18,0.28,0.28
2010-12-07,0.08,0.08,NaN,NaN,0.14,0.14,NaN,NaN,0.19,0.19,0.26,0.26
2010-12-06,0.14,0.14,NaN,NaN,0.15,0.15,NaN,NaN,0.19,0.19,0.25,0.25
2010-12-03,0.14,0.14,NaN,NaN,0.14,0.14,NaN,NaN,0.19,0.19,0.25,0.25
2010-12-02,0.16,0.16,NaN,NaN,0.16,0.16,NaN,NaN,0.19,0.19,0.28,0.28
2010-12-01,0.17,0.17,NaN,NaN,0.16,0.16,NaN,NaN,0.2,0.2,0.27,0.27
2010-11-30,0.18,0.18,NaN,NaN,0.17,0.17,NaN,NaN,0.21,0.21,0.26,0.26
2010-11-29,0.16,0.16,NaN,NaN,0.18,0.18,NaN,NaN,0.21,0.21,0.27,0.27
2010-11-26,0.16,0.16,NaN,NaN,0.16,0.16,NaN,NaN,0.21,0.21,0.27,0.27
2010-11-24,0.16,0.16,NaN,NaN,0.16,0.16,NaN,NaN,0.2,0.2,0.27,0.27
2010-11-23,0.15,0.15,NaN,NaN,0.15,0.15,NaN,NaN,0.2,0.2,0.25,0.25
2010-11-22,0.12,0.12,NaN,NaN,0.15,0.15,NaN,NaN,0.2,0.2,0.25,0.25
2010-11-19,0.12,0.12,NaN,NaN,0.14,0.14,NaN,NaN,0.19,0.19,0.26,0.26
2010-11-18,0.13,0.13,NaN,NaN,0.15,0.15,NaN,NaN,0.19,0.19,0.26,0.26
2010-11-17,0.13,0.13,NaN,NaN,0.14,0.14,NaN,NaN,0.19,0.19,0.26,0.26
2010-11-16,0.13,0.13,NaN,NaN,0.15,0.15,NaN,NaN,0.19,0.19,0.27,0.27
2010-11-15,0.12,0.12,NaN,NaN,0.14,0.14,NaN,NaN,0.19,0.19,0.27,0.27
2010-11-12,0.11,0.11,NaN,NaN,0.13,0.13,NaN,NaN,0.17,0.17,0.25,0.25
2010-11-10,0.12,0.12,NaN,NaN,0.13,0.13,NaN,NaN,0.16,0.16,0.23,0.23
2010-11-09,0.11,0.11,NaN,NaN,0.13,0.13,NaN,NaN,0.16,0.16,0.23,0.23
2010-11-08,0.12,0.12,NaN,NaN,0.13,0.13,NaN,NaN,0.16,0.16,0.21,0.21
2010-11-05,0.13,0.13,NaN,NaN,0.13,0.13,NaN,NaN,0.16,0.16,0.21,0.21
2010-11-04,0.13,0.13,NaN,NaN,0.13,0.13,NaN,NaN,0.17,0.17,0.2,0.2
2010-11-03,0.13,0.13,NaN,NaN,0.13,0.13,NaN,NaN,0.16,0.16,0.21,0.21
2010-11-02,0.13,0.13,NaN,NaN,0.13,0.13,NaN,NaN,0.16,0.16,0.21,0.21
2010-11-01,0.14,0.14,NaN,NaN,0.13,0.13,NaN,NaN,0.16,0.16,0.21,0.21
2010-10-29,0.14,0.14,NaN,NaN,0.12,0.12,NaN,NaN,0.17,0.17,0.21,0.21
2010-10-28,0.14,0.14,NaN,NaN,0.13,0.13,NaN,NaN,0.18,0.18,0.22,0.22
2010-10-27,0.14,0.14,NaN,NaN,0.14,0.14,NaN,NaN,0.18,0.18,0.22,0.22
2010-10-26,0.14,0.14,NaN,NaN,0.14,0.14,NaN,NaN,0.18,0.18,0.22,0.22
2010-10-25,0.13,0.13,NaN,NaN,0.14,0.14,NaN,NaN,0.18,0.18,0.22,0.22
2010-10-22,0.13,0.13,NaN,NaN,0.13,0.13,NaN,NaN,0.18,0.18,0.21,0.21
2010-10-21,0.13,0.13,NaN,NaN,0.13,0.13,NaN,NaN,0.18,0.18,0.22,0.22
2010-10-20,0.14,0.14,NaN,NaN,0.14,0.14,NaN,NaN,0.17,0.17,0.22,0.22
2010-10-19,0.14,0.14,NaN,NaN,0.14,0.14,NaN,NaN,0.18,0.18,0.22,0.22
2010-10-18,0.14,0.14,NaN,NaN,0.15,0.15,NaN,NaN,0.18,0.18,0.22,0.22
2010-10-15,0.14,0.14,NaN,NaN,0.14,0.14,NaN,NaN,0.17,0.17,0.21,0.21
2010-10-14,0.15,0.15,NaN,NaN,0.14,0.14,NaN,NaN,0.17,0.17,0.21,0.21
2010-10-13,0.14,0.14,NaN,NaN,0.13,0.13,NaN,NaN,0.18,0.18,0.21,0.21
2010-10-12,0.14,0.14,NaN,NaN,0.13,0.13,NaN,NaN,0.17,0.17,0.2,0.2
2010-10-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-10-08,0.14,0.14,NaN,NaN,0.12,0.12,NaN,NaN,0.16,0.16,0.2,0.2
2010-10-07,0.15,0.15,NaN,NaN,0.13,0.13,NaN,NaN,0.17,0.17,0.22,0.22
2010-10-06,0.14,0.14,NaN,NaN,0.13,0.13,NaN,NaN,0.17,0.17,0.23,0.23
2010-10-05,0.14,0.14,NaN,NaN,0.12,0.12,NaN,NaN,0.18,0.18,0.24,0.24
2010-10-04,0.15,0.15,NaN,NaN,0.13,0.13,NaN,NaN,0.19,0.19,0.25,0.25
2010-10-01,0.15,0.15,NaN,NaN,0.16,0.16,NaN,NaN,0.19,0.19,0.25,0.25
2010-09-30,0.14,0.14,NaN,NaN,0.16,0.16,NaN,NaN,0.19,0.19,0.26,0.26
2010-09-29,0.12,0.12,NaN,NaN,0.16,0.16,NaN,NaN,0.2,0.2,0.26,0.26
2010-09-28,0.08,0.08,NaN,NaN,0.16,0.16,NaN,NaN,0.2,0.2,0.25,0.25
2010-09-27,0.07,0.07,NaN,NaN,0.16,0.16,NaN,NaN,0.19,0.19,0.25,0.25
2010-09-24,0.09,0.09,NaN,NaN,0.15,0.15,NaN,NaN,0.19,0.19,0.25,0.25
2010-09-23,0.13,0.13,NaN,NaN,0.16,0.16,NaN,NaN,0.2,0.2,0.25,0.25
2010-09-22,0.12,0.12,NaN,NaN,0.16,0.16,NaN,NaN,0.19,0.19,0.25,0.25
2010-09-21,0.12,0.12,NaN,NaN,0.17,0.17,NaN,NaN,0.2,0.2,0.26,0.26
2010-09-20,0.11,0.11,NaN,NaN,0.17,0.17,NaN,NaN,0.2,0.2,0.25,0.25
2010-09-17,0.12,0.12,NaN,NaN,0.16,0.16,NaN,NaN,0.2,0.2,0.25,0.25
2010-09-16,0.12,0.12,NaN,NaN,0.16,0.16,NaN,NaN,0.2,0.2,0.24,0.24
2010-09-15,0.11,0.11,NaN,NaN,0.15,0.15,NaN,NaN,0.2,0.2,0.24,0.24
2010-09-14,0.11,0.11,NaN,NaN,0.15,0.15,NaN,NaN,0.2,0.2,0.25,0.25
2010-09-13,0.09,0.09,NaN,NaN,0.15,0.15,NaN,NaN,0.19,0.19,0.25,0.25
2010-09-10,0.1,0.1,NaN,NaN,0.14,0.14,NaN,NaN,0.19,0.19,0.25,0.25
2010-09-09,0.1,0.1,NaN,NaN,0.14,0.14,NaN,NaN,0.19,0.19,0.24,0.24
2010-09-08,0.1,0.1,NaN,NaN,0.14,0.14,NaN,NaN,0.19,0.19,0.23,0.23
2010-09-07,0.13,0.13,NaN,NaN,0.14,0.14,NaN,NaN,0.18,0.18,0.24,0.24
2010-09-03,0.15,0.15,NaN,NaN,0.14,0.14,NaN,NaN,0.19,0.19,0.24,0.24
