contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
NDX241115C15675000,2024-11-06 17:21:11+00:00,15675.0,5021.66,5443.2,5481.6,0.0,0.0,1.0,1.0,1.0191012790298462,1.0,REGULAR,USD
NDX241115C15700000,2024-11-06 17:21:46+00:00,15700.0,4999.17,5418.2,5456.6,0.0,0.0,1.0,0.0,1.0144397422790525,1.0,REGULAR,USD
NDX241115C15925000,2024-11-06 17:00:13+00:00,15925.0,4768.83,5193.5,5232.0,0.0,0.0,1.0,0.0,0.9743883786773682,1.0,REGULAR,USD
NDX241115C16000000,2024-10-01 13:42:24+00:00,16000.0,4017.55,4071.3,4103.7,0.0,0.0,,1.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C16025000,2024-11-06 17:21:11+00:00,16025.0,4671.64,5093.7,5132.1,0.0,0.0,1.0,1.0,0.956657843093872,1.0,REGULAR,USD
NDX241115C16100000,2023-12-21 20:26:00+00:00,16100.0,2025.0,2368.8,2393.3,0.0,0.0,1.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C16150000,2024-10-15 14:16:01+00:00,16150.0,4329.14,4968.9,5007.3,0.0,0.0,,1.0,0.9346320013427734,1.0,REGULAR,USD
NDX241115C16200000,2024-11-06 17:21:46+00:00,16200.0,4499.42,4919.0,4957.4,0.0,0.0,1.0,1.0,0.925934578552246,1.0,REGULAR,USD
NDX241115C16500000,2024-04-18 16:46:12+00:00,16500.0,2040.4,2664.8,2682.4,0.0,0.0,12.0,12.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C16575000,2024-11-07 17:48:30+00:00,16575.0,4520.52,4544.6,4582.9,925.0901,25.729609,15.0,15.0,0.8602003726196289,1.0,REGULAR,USD
NDX241115C16600000,2024-05-15 18:02:37+00:00,16600.0,2636.6,3534.4,3590.5,0.0,0.0,12.0,12.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C16700000,2024-08-13 16:16:49+00:00,16700.0,2637.81,2933.9,2965.2,0.0,0.0,2.0,2.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C16800000,2024-05-23 16:57:00+00:00,16800.0,2626.86,3435.1,3458.0,0.0,0.0,4.0,14.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C16950000,2024-11-07 17:48:30+00:00,16950.0,4145.75,4170.3,4208.6,912.1499,28.208494,15.0,15.0,0.795702116241455,1.0,REGULAR,USD
NDX241115C17000000,2024-11-07 15:10:52+00:00,17000.0,4015.17,4120.4,4158.7,215.31982,5.666535,1.0,4.0,0.7871572798156738,1.0,REGULAR,USD
NDX241115C17100000,2024-09-13 14:51:21+00:00,17100.0,2660.0,3243.7,3281.9,0.0,0.0,,1.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C17125000,2024-10-14 15:30:10+00:00,17125.0,3341.79,3995.6,4033.9,0.0,0.0,,1.0,0.765650231704712,1.0,REGULAR,USD
NDX241115C17200000,2023-11-30 14:39:41+00:00,17200.0,969.9,1361.3,1394.4,0.0,0.0,,1.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C17225000,2024-10-28 16:03:54+00:00,17225.0,3229.54,3895.9,3934.2,0.0,0.0,2.0,2.0,0.7490030593109132,1.0,REGULAR,USD
NDX241115C17400000,2023-11-17 14:41:24+00:00,17400.0,822.5,1133.0,1162.2,0.0,0.0,2.0,2.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C17500000,2024-11-06 14:32:01+00:00,17500.0,3094.34,3621.5,3659.8,0.0,0.0,1.0,31.0,0.7024642180633546,1.0,REGULAR,USD
NDX241115C17600000,2024-11-04 17:39:48+00:00,17600.0,2441.85,3521.1,3559.9,0.0,0.0,1.0,2.0,0.6843026259994507,1.0,REGULAR,USD
NDX241115C17700000,2024-11-04 17:39:48+00:00,17700.0,2344.05,3422.0,3460.2,0.0,0.0,2.0,4.0,0.6687273728179933,1.0,REGULAR,USD
NDX241115C17750000,2024-11-04 17:39:48+00:00,17750.0,2295.35,3372.1,3410.3,0.0,0.0,1.0,1.0,0.660258829574585,1.0,REGULAR,USD
NDX241115C17800000,2024-11-06 14:49:41+00:00,17800.0,3166.83,3322.3,3360.5,375.6902,13.460099,1.0,2.0,0.6521183470153809,1.0,REGULAR,USD
NDX241115C17825000,2024-10-24 17:02:44+00:00,17825.0,2469.13,3297.3,3335.5,0.0,0.0,1.0,1.0,0.6477238597106934,1.0,REGULAR,USD
NDX241115C17850000,2024-11-04 17:25:07+00:00,17850.0,2184.0,3271.7,3310.5,0.0,0.0,1.0,1.0,0.6423490050125122,1.0,REGULAR,USD
NDX241115C17950000,2024-11-04 17:25:07+00:00,17950.0,2086.9,3172.7,3210.9,0.0,0.0,2.0,2.0,0.6270255193328859,1.0,REGULAR,USD
NDX241115C18000000,2024-11-04 17:25:07+00:00,18000.0,2038.4,3122.8,3161.0,0.0,0.0,1.0,6.0,0.6185569760894778,1.0,REGULAR,USD
NDX241115C18100000,2024-10-24 19:11:46+00:00,18100.0,2216.84,3023.1,3061.3,0.0,0.0,1.0,3.0,0.6019250623321536,1.0,REGULAR,USD
NDX241115C18200000,2024-08-06 14:04:05+00:00,18200.0,1079.5,1352.4,1391.6,0.0,0.0,3.0,4.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18300000,2024-05-28 19:34:39+00:00,18300.0,1505.5,2183.7,2204.1,0.0,0.0,2.0,5.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18400000,2024-09-16 17:39:44+00:00,18400.0,1465.7,1913.7,1943.9,0.0,0.0,2.0,6.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18450000,2024-09-16 17:39:44+00:00,18450.0,1426.9,1867.9,1897.9,0.0,0.0,,1.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18475000,2024-09-09 15:17:01+00:00,18475.0,853.6,1966.0,2001.9,0.0,0.0,,1.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18500000,2024-10-22 13:49:06+00:00,18500.0,1932.3,2624.4,2662.4,0.0,0.0,2.0,14.0,0.5351608984375,1.0,REGULAR,USD
NDX241115C18525000,2024-09-09 15:28:59+00:00,18525.0,850.0,1921.0,1956.8,0.0,0.0,,3.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18550000,2024-08-09 13:34:12+00:00,18550.0,953.8,788.8,796.3,0.0,0.0,,2.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18600000,2024-09-09 14:58:08+00:00,18600.0,795.0,1853.9,1889.3,0.0,0.0,1.0,2.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18650000,2024-09-09 15:17:14+00:00,18650.0,751.3,1809.5,1844.6,0.0,0.0,,1.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18700000,2024-09-13 15:01:11+00:00,18700.0,1323.75,1742.3,1777.0,0.0,0.0,2.0,4.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18750000,2024-11-01 18:02:11+00:00,18750.0,1407.0,2375.4,2413.3,0.0,0.0,1.0,2.0,0.5378311598205567,1.0,REGULAR,USD
NDX241115C18775000,2024-08-08 13:42:36+00:00,18775.0,695.2,665.6,672.2,0.0,0.0,,1.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18800000,2024-10-31 19:17:41+00:00,18800.0,1303.67,2325.6,2363.5,0.0,0.0,1.0,3.0,0.5289086721420289,1.0,REGULAR,USD
NDX241115C18825000,2024-10-25 17:36:41+00:00,18825.0,1709.02,2300.8,2338.6,0.0,0.0,1.0,1.0,0.5244417063140869,1.0,REGULAR,USD
NDX241115C18850000,2024-09-13 15:04:33+00:00,18850.0,1212.85,1610.1,1644.0,0.0,0.0,2.0,3.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18875000,2024-10-04 18:22:31+00:00,18875.0,1403.0,1207.9,1227.0,0.0,0.0,2.0,5.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18900000,2024-09-13 14:59:24+00:00,18900.0,1169.02,1566.6,1600.2,0.0,0.0,2.0,3.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18925000,2024-09-09 14:57:41+00:00,18925.0,619.8,1569.4,1603.0,0.0,0.0,1.0,1.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C18950000,2024-09-11 14:06:10+00:00,18950.0,727.4,1524.9,1557.1,0.0,0.0,3.0,3.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19000000,2024-11-06 14:32:01+00:00,19000.0,1612.17,2125.9,2164.3,0.0,0.0,2.0,11.0,0.49306613506317143,1.0,REGULAR,USD
NDX241115C19050000,2024-09-13 15:06:57+00:00,19050.0,1074.6,1437.7,1470.6,0.0,0.0,2.0,2.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19100000,2024-11-07 14:45:38+00:00,19100.0,1882.0,2026.4,2064.8,520.6,38.240044,3.0,0.0,0.47523260368347164,1.0,REGULAR,USD
NDX241115C19150000,2024-10-03 17:37:32+00:00,19150.0,1074.64,1046.4,1073.1,0.0,0.0,1.0,4.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19175000,2024-09-12 16:34:25+00:00,19175.0,873.0,1332.4,1364.6,0.0,0.0,,1.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19200000,2024-11-06 15:05:53+00:00,19200.0,1408.25,1927.7,1965.4,0.0,0.0,1.0,18.0,0.4574906241226197,1.0,REGULAR,USD
NDX241115C19225000,2024-09-12 16:37:16+00:00,19225.0,838.87,1290.9,1322.8,0.0,0.0,4.0,3.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19250000,2024-10-03 18:58:22+00:00,19250.0,994.0,963.7,989.8,0.0,0.0,1.0,5.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19275000,2024-10-15 19:13:13+00:00,19275.0,1142.99,1853.2,1890.9,0.0,0.0,3.0,3.0,0.44420416641235344,1.0,REGULAR,USD
NDX241115C19300000,2024-11-06 15:05:53+00:00,19300.0,1311.1,1828.4,1866.1,0.0,0.0,1.0,9.0,0.4398173084259033,1.0,REGULAR,USD
NDX241115C19325000,2024-09-16 14:49:37+00:00,19325.0,780.0,1065.2,1094.6,0.0,0.0,2.0,1.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19375000,2024-09-10 16:15:25+00:00,19375.0,443.6,1200.9,1230.6,0.0,0.0,,2.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19400000,2024-10-22 18:01:08+00:00,19400.0,1213.63,1728.4,1766.6,0.0,0.0,1.0,7.0,0.4216557163619995,1.0,REGULAR,USD
NDX241115C19425000,2024-09-25 17:13:10+00:00,19425.0,1009.58,1103.9,1124.8,0.0,0.0,1.0,3.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19450000,2024-10-25 14:01:37+00:00,19450.0,1221.2,1679.5,1717.1,0.0,0.0,2.0,5.0,0.4129602009010314,1.0,REGULAR,USD
NDX241115C19475000,2024-09-18 15:09:03+00:00,19475.0,737.75,1077.3,1109.8,0.0,0.0,28.0,25.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19500000,2024-11-07 19:49:25+00:00,19500.0,1625.97,1629.9,1667.4,931.67,134.1884,1.0,15.0,0.403875590209961,1.0,REGULAR,USD
NDX241115C19525000,2024-11-07 19:49:25+00:00,19525.0,1601.22,1605.1,1642.6,643.18994,67.13672,1.0,2.0,0.39940480972290043,1.0,REGULAR,USD
NDX241115C19550000,2024-10-24 16:56:01+00:00,19550.0,919.64,1580.3,1617.8,0.0,0.0,1.0,19.0,0.3949225852584839,1.0,REGULAR,USD
NDX241115C19575000,2024-10-01 15:43:32+00:00,19575.0,777.8,710.4,733.8,0.0,0.0,2.0,5.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19600000,2024-11-06 15:08:10+00:00,19600.0,1368.15,1530.8,1568.2,338.0,32.810757,1.0,9.0,0.3859199897384643,1.0,REGULAR,USD
NDX241115C19625000,2024-10-08 14:46:57+00:00,19625.0,900.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19650000,2024-10-25 14:01:37+00:00,19650.0,1051.2,1480.6,1518.6,0.0,0.0,2.0,3.0,0.376871618309021,1.0,REGULAR,USD
NDX241115C19675000,2024-09-11 14:15:07+00:00,19675.0,351.6,935.8,965.1,0.0,0.0,1.0,9.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19700000,2024-11-05 16:06:28+00:00,19700.0,651.4,1431.8,1469.1,0.0,0.0,1.0,40.0,0.3679300573348999,1.0,REGULAR,USD
NDX241115C19725000,2024-10-24 19:29:43+00:00,19725.0,802.81,1406.4,1444.3,0.0,0.0,1.0,1.0,0.36336009571075445,1.0,REGULAR,USD
NDX241115C19750000,2024-10-28 16:01:14+00:00,19750.0,875.25,1382.3,1419.6,0.0,0.0,1.0,42.0,0.35893127647399903,1.0,REGULAR,USD
NDX241115C19775000,2024-10-01 14:51:50+00:00,19775.0,641.1,568.4,590.0,0.0,0.0,1.0,2.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19800000,2024-11-05 16:22:55+00:00,19800.0,603.9,1332.9,1370.2,0.0,0.0,1.0,23.0,0.35002214010238636,1.0,REGULAR,USD
NDX241115C19820000,2024-11-06 15:17:50+00:00,19820.0,898.55,1313.2,1350.4,0.0,0.0,1.0,2.0,0.34637723331451414,1.0,REGULAR,USD
NDX241115C19825000,2024-10-03 17:40:54+00:00,19825.0,611.75,534.8,556.6,0.0,0.0,2.0,6.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19830000,2024-10-31 18:52:00+00:00,19830.0,484.7,1303.3,1340.5,0.0,0.0,,1.0,0.3445538262557983,1.0,REGULAR,USD
NDX241115C19840000,2024-10-31 18:52:00+00:00,19840.0,478.6,1293.5,1330.6,0.0,0.0,,1.0,0.34272278987884514,1.0,REGULAR,USD
NDX241115C19850000,2024-11-04 14:30:21+00:00,19850.0,1178.0,1282.9,1320.7,679.0,136.07214,1.0,14.0,0.3408917535018921,1.0,REGULAR,USD
NDX241115C19875000,2024-10-08 13:58:02+00:00,19875.0,665.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0000000000000003e-05,1.0,REGULAR,USD
NDX241115C19880000,2024-11-01 14:16:06+00:00,19880.0,537.26,1254.0,1291.1,0.0,0.0,1.0,3.0,0.33553215744018555,1.0,REGULAR,USD
NDX241115C19890000,2024-11-01 13:41:19+00:00,19890.0,483.0,1244.2,1281.3,0.0,0.0,1.0,3.0,0.3338346341323853,1.0,REGULAR,USD
NDX241115C19900000,2024-11-06 14:46:59+00:00,19900.0,755.2,1233.6,1271.3,0.0,0.0,1.0,16.0,0.3318433820724487,1.0,REGULAR,USD
NDX241115C19910000,2024-10-31 18:58:15+00:00,19910.0,446.0,1224.5,1261.5,0.0,0.0,,3.0,0.3301401367759704,1.0,REGULAR,USD
NDX241115C19920000,2024-10-31 16:30:38+00:00,19920.0,454.25,1214.6,1251.7,0.0,0.0,,4.0,0.32843307682037354,1.0,REGULAR,USD
NDX241115C19925000,2024-10-31 18:30:05+00:00,19925.0,431.8,1209.7,1246.7,0.0,0.0,1.0,6.0,0.32743363613128657,1.0,REGULAR,USD
NDX241115C19930000,2024-10-31 18:29:42+00:00,19930.0,424.2,1204.8,1241.8,0.0,0.0,,3.0,0.32657915248870845,1.0,REGULAR,USD
NDX241115C19940000,2024-11-06 16:39:10+00:00,19940.0,806.0,1195.0,1232.0,0.0,0.0,1.0,7.0,0.32486255588531493,1.0,REGULAR,USD
NDX241115C19950000,2024-11-07 17:50:32+00:00,19950.0,1147.53,1185.1,1222.1,748.03,187.24155,1.0,15.0,0.3230010022354125,1.0,REGULAR,USD
NDX241115C19960000,2024-11-04 20:40:47+00:00,19960.0,397.0,1175.3,1212.3,0.0,0.0,4.0,7.0,0.32128059097290035,1.0,REGULAR,USD
NDX241115C19970000,2024-11-01 19:50:20+00:00,19970.0,431.0,1165.5,1202.4,0.0,0.0,3.0,4.0,0.31941140800476064,1.0,REGULAR,USD
NDX241115C19975000,2024-11-07 17:50:32+00:00,19975.0,1122.98,1160.6,1197.5,729.98,185.74554,1.0,9.0,0.3185454803848266,1.0,REGULAR,USD
NDX241115C19980000,2024-11-07 19:33:23+00:00,19980.0,1152.18,1155.7,1192.6,773.63007,204.36668,2.0,9.0,0.3176795527648925,1.0,REGULAR,USD
NDX241115C19990000,2024-11-04 15:29:24+00:00,19990.0,434.04,1145.9,1182.7,0.0,0.0,8.0,8.0,0.31580655513763417,1.0,REGULAR,USD
NDX241115C20000000,2024-11-07 15:11:01+00:00,20000.0,1049.1,1135.4,1172.8,246.39996,30.696394,60.0,138.0,0.31392592819213866,1.0,REGULAR,USD
NDX241115C20010000,2024-11-04 15:29:08+00:00,20010.0,423.17,1126.2,1163.1,0.0,0.0,14.0,6.0,0.3123237713623046,1.0,REGULAR,USD
NDX241115C20020000,2024-11-04 15:29:31+00:00,20020.0,416.65,1116.4,1153.2,0.0,0.0,8.0,7.0,0.3104393297576904,1.0,REGULAR,USD
NDX241115C20025000,2024-11-04 17:31:02+00:00,20025.0,371.7,1111.5,1148.3,0.0,0.0,3.0,10.0,0.30956386548995973,1.0,REGULAR,USD
NDX241115C20030000,2024-11-07 19:33:23+00:00,20030.0,1102.78,1106.6,1143.4,752.43005,214.76527,2.0,7.0,0.308688401222229,1.0,REGULAR,USD
NDX241115C20040000,2024-11-05 14:51:37+00:00,20040.0,423.0,1096.9,1133.6,0.0,0.0,1.0,10.0,0.3069317506980896,1.0,REGULAR,USD
NDX241115C20050000,2024-11-06 14:30:17+00:00,20050.0,619.85,1087.1,1123.8,0.0,0.0,6.0,17.0,0.3051712855148315,1.0,REGULAR,USD
NDX241115C20060000,2024-11-04 15:47:26+00:00,20060.0,395.0,1077.3,1114.0,0.0,0.0,7.0,4.0,0.3034070056724548,1.0,REGULAR,USD
NDX241115C20070000,2024-10-31 16:16:39+00:00,20070.0,365.4,1067.5,1104.1,0.0,0.0,,3.0,0.301501583442688,1.0,REGULAR,USD
NDX241115C20075000,2024-11-06 14:30:17+00:00,20075.0,599.85,1062.6,1099.2,0.0,0.0,6.0,15.0,0.3006165825271606,1.0,REGULAR,USD
NDX241115C20080000,2024-10-31 16:18:56+00:00,20080.0,367.5,1057.8,1094.3,0.0,0.0,,3.0,0.2997277669525146,1.0,REGULAR,USD
NDX241115C20090000,2024-11-04 15:07:38+00:00,20090.0,355.5,1048.0,1084.6,0.0,0.0,1.0,5.0,0.29808364887237543,1.0,REGULAR,USD
NDX241115C20100000,2024-11-06 19:14:32+00:00,20100.0,726.85,1038.3,1074.8,0.0,0.0,4.0,74.0,0.2963022030639648,1.0,REGULAR,USD
NDX241115C20110000,2024-11-06 19:14:32+00:00,20110.0,717.9,1028.5,1065.0,0.0,0.0,1.0,11.0,0.2945131279373169,1.0,REGULAR,USD
NDX241115C20120000,2024-11-01 19:09:08+00:00,20120.0,369.6,1018.8,1055.2,0.0,0.0,4.0,4.0,0.2927202381515502,1.0,REGULAR,USD
NDX241115C20125000,2024-11-01 14:26:22+00:00,20125.0,400.0,1013.9,1050.3,0.0,0.0,4.0,202.0,0.29181997859954817,1.0,REGULAR,USD
NDX241115C20130000,2024-11-05 16:04:46+00:00,20130.0,369.0,1009.0,1045.4,0.0,0.0,6.0,3.0,0.29092162637710567,1.0,REGULAR,USD
NDX241115C20140000,2024-10-31 13:39:32+00:00,20140.0,426.5,999.3,1035.7,0.0,0.0,,1.0,0.28924889835357664,1.0,REGULAR,USD
NDX241115C20150000,2024-10-31 14:50:03+00:00,20150.0,338.3,989.6,1025.9,0.0,0.0,3.0,54.0,0.2874407499313354,1.0,REGULAR,USD
NDX241115C20160000,2024-11-05 15:23:07+00:00,20160.0,369.0,979.9,1016.1,0.0,0.0,4.0,1.0,0.2856268795204162,1.0,REGULAR,USD
NDX241115C20175000,2024-11-05 16:43:04+00:00,20175.0,361.8,965.3,1001.5,0.0,0.0,1.0,35.0,0.28302528200149535,1.0,REGULAR,USD
NDX241115C20180000,2024-11-05 16:43:04+00:00,20180.0,359.0,960.5,996.6,0.0,0.0,1.0,2.0,0.28211167114257807,1.0,REGULAR,USD
NDX241115C20200000,2024-11-05 20:53:51+00:00,20200.0,359.0,941.1,977.2,0.0,0.0,10.0,78.0,0.2787013658905029,1.0,REGULAR,USD
NDX241115C20210000,2024-11-05 20:32:14+00:00,20210.0,358.0,931.5,967.5,0.0,0.0,4.0,3.0,0.27698667661666865,1.0,REGULAR,USD
NDX241115C20220000,2024-11-05 19:59:01+00:00,20220.0,333.0,921.8,957.8,0.0,0.0,6.0,7.0,0.27526435802459714,1.0,REGULAR,USD
NDX241115C20225000,2024-11-06 15:52:21+00:00,20225.0,506.0,917.0,952.9,0.0,0.0,5.0,87.0,0.2743373958587646,1.0,REGULAR,USD
NDX241115C20240000,2024-11-05 19:31:03+00:00,20240.0,328.9,902.5,938.4,0.0,0.0,3.0,4.0,0.27180064754486083,1.0,REGULAR,USD
NDX241115C20250000,2024-11-05 16:14:48+00:00,20250.0,313.7,892.9,928.7,0.0,0.0,2.0,29.0,0.2700573483276367,1.0,REGULAR,USD
NDX241115C20260000,2024-11-06 16:43:07+00:00,20260.0,530.91,883.3,919.0,0.0,0.0,1.0,1.0,0.2683083271217346,1.0,REGULAR,USD
NDX241115C20275000,2024-11-06 14:40:08+00:00,20275.0,524.28,868.9,904.5,0.0,0.0,3.0,94.0,0.2657334322166443,1.0,REGULAR,USD
NDX241115C20280000,2024-11-06 14:39:12+00:00,20280.0,510.2,864.1,899.7,0.0,0.0,2.0,2.0,0.2649113731765747,1.0,REGULAR,USD
NDX241115C20290000,2024-11-05 14:48:07+00:00,20290.0,265.35,854.5,890.0,0.0,0.0,1.0,2.0,0.2631394640159607,1.0,REGULAR,USD
NDX241115C20300000,2024-11-06 17:47:28+00:00,20300.0,810.14,845.0,880.4,308.67,61.55304,1.0,4571.0,0.26148199462890626,1.0,REGULAR,USD
NDX241115C20310000,2024-11-01 17:36:45+00:00,20310.0,270.5,835.4,870.8,0.0,0.0,1.0,2.0,0.25981498859405516,1.0,REGULAR,USD
NDX241115C20320000,2024-10-31 15:21:01+00:00,20320.0,259.0,825.9,861.2,0.0,0.0,,4.0,0.2581403532409668,1.0,REGULAR,USD
NDX241115C20325000,2024-10-31 13:33:20+00:00,20325.0,331.22,821.1,856.4,0.0,0.0,1.0,80.0,0.2573011282348633,1.0,REGULAR,USD
NDX241115C20330000,2024-11-01 17:36:45+00:00,20330.0,260.9,816.4,851.6,0.0,0.0,1.0,2.0,0.25645808856964114,1.0,REGULAR,USD
NDX241115C20340000,2024-11-04 16:53:17+00:00,20340.0,206.8,806.9,842.0,0.0,0.0,1.0,4.0,0.2547643799209595,1.0,REGULAR,USD
NDX241115C20350000,2024-11-06 15:34:48+00:00,20350.0,466.0,797.4,831.7,0.0,0.0,5.0,114.0,0.25224479757308954,1.0,REGULAR,USD
NDX241115C20360000,2024-11-05 18:21:54+00:00,20360.0,273.3,787.9,822.9,0.0,0.0,1.0,10.0,0.25146851444244384,1.0,REGULAR,USD
NDX241115C20370000,2024-11-01 19:06:50+00:00,20370.0,239.4,778.5,813.4,0.0,0.0,13.0,5.0,0.24986445028305054,1.0,REGULAR,USD
NDX241115C20375000,2024-11-05 19:52:02+00:00,20375.0,252.6,773.8,807.8,0.0,0.0,2.0,14.0,0.24807918981552124,1.0,REGULAR,USD
NDX241115C20380000,2024-11-01 19:54:47+00:00,20380.0,224.8,769.1,803.9,0.0,0.0,4.0,3.0,0.24824894214630128,1.0,REGULAR,USD
NDX241115C20390000,2024-11-01 14:54:27+00:00,20390.0,239.7,759.7,794.4,0.0,0.0,4.0,8.0,0.24662389736175538,1.0,REGULAR,USD
NDX241115C20400000,2024-11-07 20:58:14+00:00,20400.0,746.43,750.3,784.1,268.85,56.294235,2.0,222.0,0.24408142705917357,1.0,REGULAR,USD
NDX241115C20410000,2024-11-04 17:00:46+00:00,20410.0,177.4,740.9,775.4,0.0,0.0,1.0,3.0,0.243341383190155,1.0,REGULAR,USD
NDX241115C20420000,2024-11-04 14:32:43+00:00,20420.0,187.2,731.6,765.9,0.0,0.0,1.0,1.0,0.2416839138031006,1.0,REGULAR,USD
NDX241115C20425000,2024-11-04 17:41:58+00:00,20425.0,176.9,726.9,761.2,0.0,0.0,1.0,38.0,0.24090572334289548,1.0,REGULAR,USD
NDX241115C20430000,2024-11-04 15:41:30+00:00,20430.0,204.4,722.2,756.5,0.0,0.0,1.0,3.0,0.24012562555313108,1.0,REGULAR,USD
NDX241115C20440000,2024-11-04 18:50:43+00:00,20440.0,186.4,712.9,747.1,0.0,0.0,2.0,2.0,0.23855589332580565,1.0,REGULAR,USD
NDX241115C20450000,2024-11-07 20:08:09+00:00,20450.0,715.99,703.6,737.7,277.24,63.188602,2.0,141.0,0.23697280979156493,1.0,REGULAR,USD
NDX241115C20460000,2024-11-06 19:44:30+00:00,20460.0,427.22,694.3,728.3,0.0,0.0,2.0,27.0,0.2353782822799682,1.0,REGULAR,USD
NDX241115C20470000,2024-11-04 18:50:43+00:00,20470.0,174.7,685.1,718.9,0.0,0.0,4.0,6.0,0.2337723107910156,1.0,REGULAR,USD
NDX241115C20475000,2024-11-06 18:40:51+00:00,20475.0,406.1,680.5,714.3,0.0,0.0,3.0,53.0,0.23307041351318358,1.0,REGULAR,USD
NDX241115C20480000,2024-11-06 16:41:04+00:00,20480.0,358.65,675.9,709.6,0.0,0.0,1.0,8.0,0.23225979845046998,1.0,REGULAR,USD
NDX241115C20490000,2024-11-06 16:39:19+00:00,20490.0,355.32,666.7,700.3,0.0,0.0,1.0,2.0,0.23073202747344973,1.0,REGULAR,USD
NDX241115C20500000,2024-11-06 19:49:56+00:00,20500.0,408.8,657.5,689.3,0.0,0.0,25.0,341.0,0.22738466409683228,1.0,REGULAR,USD
NDX241115C20510000,2024-11-06 17:14:11+00:00,20510.0,349.4,648.3,681.7,0.0,0.0,1.0,6.0,0.22763643159866334,1.0,REGULAR,USD
NDX241115C20520000,2024-11-06 14:32:35+00:00,20520.0,294.28,639.2,672.4,0.0,0.0,2.0,5.0,0.2260666993713379,1.0,REGULAR,USD
NDX241115C20525000,2024-11-04 15:17:19+00:00,20525.0,152.3,634.7,667.8,0.0,0.0,2.0,18.0,0.22532856283187863,1.0,REGULAR,USD
NDX241115C20530000,2024-11-04 15:29:54+00:00,20530.0,166.3,630.1,663.2,0.0,0.0,2.0,7.0,0.22458470430374142,1.0,REGULAR,USD
NDX241115C20540000,2024-11-04 21:00:02+00:00,20540.0,127.0,621.0,654.0,0.0,0.0,5.0,5.0,0.2230893579292297,1.0,REGULAR,USD
NDX241115C20550000,2024-11-07 20:58:14+00:00,20550.0,608.3,612.0,643.2,435.0,251.00983,2.0,16.0,0.21993272750854487,1.0,REGULAR,USD
NDX241115C20560000,2024-11-04 17:18:02+00:00,20560.0,118.1,603.0,635.6,0.0,0.0,4.0,8.0,0.22004716728210447,1.0,REGULAR,USD
NDX241115C20570000,2024-11-04 16:19:37+00:00,20570.0,152.0,594.0,626.5,0.0,0.0,2.0,6.0,0.21860331880569459,1.0,REGULAR,USD
NDX241115C20575000,2024-11-07 15:05:47+00:00,20575.0,519.63,589.5,621.9,359.53,224.56589,1.0,8.0,0.21782322101593016,1.0,REGULAR,USD
