Indx,Call_ContractID,Call_Bid,Call_Ask,Call_Vol,Call_OI,Call_PrChg,Call_PrChgPct,Call_LastTrTime,Call_LastPr,Call_ImplVol,Call_ITM,Strike,Put_ITM,Put_ImplVol,Put_LastPr,Put_LastTrTime,Put_PrChgPct,Put_PrChg,Put_OI,Put_Vol,Put_Ask,Put_Bid,Put_ContractID
212,SPXW230616C04175000,88.7,89.1,6,0,1.7300034,2.0288537,19/05/2023 02:57,87,0.163594027,TRUE,4175,FALSE,0.120434974,49.91,18/05/2023 15:48,0,0,0,2312,45.9,45.4,SPX230616P04175000
213,SPX230616C04180000,84.1,84.9,4196,0,0,0,18/05/2023 15:58,81.36,0.160321049,TRUE,4180,FALSE,0.118840446,50.5,18/05/2023 15:49,0,0,0,4395,47.4,46.9,SPX230616P04180000
214,SPX230616C04185000,80.7,81.5,5489,0,0,0,18/05/2023 15:35,69.6,0.158661673,TRUE,4185,FALSE,0.117108591,52.63,18/05/2023 15:47,0,0,0,5618,48.9,48.4,SPX230616P04185000
215,SPXW230616C04190000,78.3,78.7,167,0,0,0,18/05/2023 15:50,75.75,0.158165767,TRUE,4190,FALSE,0.115449214,50.4,19/05/2023 01:58,-4.454973,-2.3499985,0,2,50.5,50,SPX230616P04190000
216,SPX230616C04195000,73.9,74.7,2796,0,0,0,18/05/2023 15:56,71.5,0.155018673,TRUE,4195,FALSE,0.115342404,56.8,18/05/2023 15:49,0,0,0,60,52.9,52.5,SPXW230616P04195000
217,SPXW230616C04200000,71.5,71.9,306,0,0,0,18/05/2023 16:14,68.3,0.154305332,FALSE,4200,TRUE,0.11359529,53.63,19/05/2023 00:35,-5.895772,-3.3600006,0,1,54.6,54.3,SPXW230616P04200000
218,SPXW230616C04205000,68.4,68.8,127,0,0,0,18/05/2023 15:51,68.13,0.152840503,FALSE,4205,TRUE,0.110211687,58.4,18/05/2023 15:58,0,0,0,572,55.6,55,SPX230616P04205000
219,SPXW230616C04210000,65.3,65.7,140,0,0,0,18/05/2023 15:53,63.9,0.151257419,FALSE,4210,TRUE,0.108567569,60.2,18/05/2023 16:20,0,0,0,3325,57.5,56.8,SPX230616P04210000
220,SPXW230616C04215000,62.2,62.6,94,0,0,0,18/05/2023 15:52,61.4,0.149552267,FALSE,4215,TRUE,0.108239509,62.5,18/05/2023 15:52,0,0,0,106,60.1,59.7,SPXW230616P04215000
221,SPXW230616C04220000,59.2,59.6,194,0,0,0,18/05/2023 15:46,55.7,0.147934851,FALSE,4220,TRUE,0.104955087,70.53,18/05/2023 15:34,0,0,0,4,61.4,60.7,SPX230616P04220000
222,SPXW230616C04225000,56.2,56.6,793,0,0,0,18/05/2023 16:04,53.42,0.146187737,FALSE,4225,TRUE,0.104485884,67.25,18/05/2023 15:56,0,0,0,170,64.1,63.7,SPXW230616P04225000
223,SPXW230616C04230000,53.5,53.9,15,0,4.5,8.910892,18/05/2023 22:45,55,0.144947973,FALSE,4230,TRUE,0.102746399,65.3,19/05/2023 02:27,-14.304455,-10.899994,0,7,66.3,65.9,SPXW230616P04230000
224,SPXW230616C04235000,50.7,51.1,106,0,0,0,18/05/2023 16:14,47.85,0.143361075,FALSE,4235,TRUE,0.100793294,78.9,18/05/2023 15:35,0,0,0,104,68.5,68.1,SPXW230616P04235000
225,SPXW230616C04240000,47.9,48.3,148,0,0,0,18/05/2023 16:00,45.1,0.14162922,FALSE,4240,TRUE,0.098840188,83.2,18/05/2023 15:23,0,0,0,146,70.8,70.4,SPXW230616P04240000
226,SPXW230616C04245000,45.4,45.7,180,0,0,0,18/05/2023 16:14,42.75,0.140187279,FALSE,4245,TRUE,0.096871824,75.9,18/05/2023 15:57,0,0,0,72,73.2,72.8,SPXW230616P04245000
227,SPXW230616C04250000,42.9,43.2,17,0,2.6800003,6.6468263,19/05/2023 01:48,43,0.138817816,FALSE,4250,TRUE,0.095109452,78.7,18/05/2023 15:59,0,0,0,118,75.8,75.4,SPXW230616P04250000
228,SPXW230616C04255000,40.4,40.7,141,0,0,0,18/05/2023 16:07,37.9,0.137291952,FALSE,4255,TRUE,0.091401603,132.2,10/05/2023 10:21,0,0,0,15,77.7,76.9,SPX230616P04255000
229,SPXW230616C04260000,38.2,38.5,160,0,0,0,18/05/2023 16:14,35.8,0.136284882,FALSE,4260,TRUE,0.09076074,82.6,18/05/2023 15:51,0,0,0,48,81,80.6,SPXW230616P04260000
230,SPX230616C04265000,35.1,35.6,49,0,0,0,18/05/2023 15:45,33,0.133523069,FALSE,4265,TRUE,0.088094294,86.8,18/05/2023 15:59,0,0,0,13,83.6,83.2,SPXW230616P04265000
231,SPXW230616C04270000,33.7,34.1,245,0,0,0,18/05/2023 15:52,33.34,0.133812983,FALSE,4270,TRUE,0.085565175,89.2,18/05/2023 15:52,0,0,0,8,86.4,86,SPXW230616P04270000
232,SPX230616C04275000,30.9,31.4,2,0,-0.20000076,-0.6666692,19/05/2023 03:11,29.8,0.131138907,FALSE,4275,TRUE,0.082887284,113.39,18/05/2023 12:09,0,0,0,2,89.3,88.9,SPXW230616P04275000
233,SPXW230616C04280000,29.7,30.1,184,0,0,0,18/05/2023 15:59,28.27,0.13161574,FALSE,4280,TRUE,0.080011031,127.85,17/05/2023 14:55,0,0,0,290,92.3,91.9,SPXW230616P04280000
234,SPX230616C04285000,27.1,27.6,89,0,0,0,18/05/2023 15:47,24.86,0.12903703,FALSE,4285,TRUE,0.085351554,150.6,18/04/2023 14:29,0,0,19,38,98.1,94.8,SPXW230616P04285000
235,SPXW230616C04290000,26,26.3,41,0,2.1000004,8.536587,19/05/2023 02:26,26.7,0.129223948,FALSE,4290,TRUE,0.076928786,96.5,19/05/2023 04:35,-15.120065,-17.190002,0,18,99.6,96.8,SPXW230616P04290000
236,SPXW230616C04295000,24.3,24.6,14,0,1.7800007,7.9393425,19/05/2023 02:17,24.2,0.128266469,FALSE,4295,TRUE,0.073373524,139.29,17/05/2023 14:54,0,0,0,2,102.9,100,SPXW230616P04295000
237,SPXW230616C04300000,22.7,23,20,0,2.1000004,10.096156,19/05/2023 02:22,22.9,0.127389097,FALSE,4300,TRUE,0.069696193,114.5,18/05/2023 16:00,0,0,0,29,106.4,103,SPX230616P04300000
238,SPXW230616C04305000,21.2,21.5,132,0,0,0,18/05/2023 16:07,19.39,0.126603278,FALSE,4305,TRUE,0.064195454,187.18,21/04/2023 10:05,0,0,0,1,109.8,105.3,SPX230616P04305000
239,SPX230616C04310000,19.1,19.5,371,0,0,0,18/05/2023 15:58,17.76,0.124257262,FALSE,4310,TRUE,0.058771009,185.46,09/05/2023 15:56,0,0,0,1,113.6,109.2,SPX230616P04310000
240,SPXW230616C04315000,18.3,18.6,149,0,0,0,18/05/2023 16:09,16.67,0.124772241,FALSE,4315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,SPXW230616C04320000,17.1,17.4,17,0,1.1200008,7.156555,18/05/2023 21:46,16.77,0.124299223,FALSE,4320,TRUE,1.00E-05,184.11,15/05/2023 11:31,0,0,0,1,121,116.4,SPX230616P04320000
242,SPXW230616C04325000,15.8,16.1,42,0,0,0,18/05/2023 15:59,14.8,0.123357003,FALSE,4325,TRUE,1.00E-05,155.99,18/05/2023 12:15,0,0,0,5,124.8,121.4,SPXW230616P04325000
243,SPXW230616C04330000,14.7,15,216,0,0,0,18/05/2023 15:59,13.57,0.122838209,FALSE,4330,TRUE,0.360106191,217.2,04/04/2023 09:34,0,0,0,15,246.5,240.9,SPX230616P04330000
244,SPX230616C04335000,13.1,13.5,42,0,0,0,18/05/2023 16:06,11.87,0.120850772,FALSE,4335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,SPXW230616C04340000,12.7,12.9,195,0,0,0,18/05/2023 15:56,11.5,0.121598445,FALSE,4340,TRUE,1.00E-05,271.75,04/05/2023 10:25,0,0,0,1,136.5,132,SPX230616P04340000
246,SPX230616C04345000,11.3,11.6,21,0,0,0,18/05/2023 16:06,10.14,0.119820814,FALSE,4345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,SPXW230616C04350000,10.9,11.2,25,0,0.9499998,9.644669,19/05/2023 02:14,10.8,0.121014802,FALSE,4350,TRUE,1.00E-05,160.05,18/05/2023 15:30,0,0,0,2,144.8,141,SPXW230616P04350000
248,SPX230616C04355000,9.7,10,32,0,0,0,18/05/2023 15:59,9,0.119160878,FALSE,4355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,SPXW230616C04360000,9.3,9.6,325,0,0,0,18/05/2023 15:59,8.65,0.120133616,FALSE,4360,TRUE,0.239952059,267.05,10/04/2023 11:18,0,0,14,8,214,209.6,SPXW230616P04360000
250,SPXW230616C04365000,8.6,8.9,43,0,0.49999952,6.329108,19/05/2023 03:15,8.4,0.119828443,FALSE,4365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,SPX230616C04370000,7.6,8,20,0,0,0,18/05/2023 15:59,6.9,0.118500942,FALSE,4370,TRUE,1.00E-05,227,03/05/2023 14:01,0,0,0,30,161.7,157.3,SPX230616P04370000
252,SPX230616C04375000,7.1,7.4,726,0,0,0,18/05/2023 15:59,6.3,0.118241545,FALSE,4375,TRUE,1.00E-05,182.2,18/05/2023 15:30,0,0,0,2,166.3,162.3,SPXW230616P04375000
253,SPX230616C04380000,6.5,6.8,1033,0,0,0,18/05/2023 15:59,6,0.117814303,FALSE,4380,TRUE,1.00E-05,209.5,28/04/2023 13:02,0,0,0,3,170.9,166.9,SPXW230616P04380000
254,SPX230616C04385000,6.1,6.3,2,0,0,0,18/05/2023 15:59,5.4,0.117684604,FALSE,4385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,SPX230616C04390000,5.6,5.9,8,0,0,0,18/05/2023 15:59,5,0.117921113,FALSE,4390,TRUE,0.205169997,249.4,17/04/2023 13:54,0,0,18,1,223.2,218.8,SPX230616P04390000
256,SPX230616C04395000,5.2,5.5,39,0,0,0,18/05/2023 15:59,4.6,0.118027924,FALSE,4395,TRUE,1.00E-05,252.31,12/05/2023 10:19,0,0,0,NA,184.4,179.8,SPX230616P04395000
257,SPX230616C04400000,4.8,5.1,1988,0,0,0,18/05/2023 15:59,4.3,0.117997407,FALSE,4400,TRUE,1.00E-05,207.45,18/05/2023 11:01,0,0,0,10,188.6,184.7,SPX230616P04400000
258,SPXW230616C04405000,4.7,4.9,14,0,0,0,18/05/2023 15:42,3.8,0.118996847,FALSE,4405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,SPX230616C04410000,4.2,4.4,50,0,0,0,18/05/2023 15:59,3.6,0.118111846,FALSE,4410,TRUE,0.733713906,344.11,17/02/2023 11:09,0,0,1,2,488.3,452.5,SPX230616P04410000
260,SPXW230616C04415000,4.1,4.3,65,0,0,0,17/05/2023 15:52,2,0.119553787,FALSE,4415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,SPX230616C04420000,3.6,3.9,24,0,0,0,18/05/2023 15:59,3.1,0.118996847,FALSE,4420,TRUE,1.00E-05,287.87,25/04/2023 09:52,0,0,0,1,207.6,203.3,SPXW230616P04420000
262,SPX230616C04425000,3.3,3.6,7,0,0.5,16.666666,19/05/2023 04:34,3.5,0.118935813,FALSE,4425,TRUE,1.00E-05,239.63,18/05/2023 14:43,0,0,0,150,212.5,207.9,SPX230616P04425000
263,SPX230616C04430000,3.1,3.3,17,0,0,0,18/05/2023 15:59,2.7,0.118722192,FALSE,4430,TRUE,0.206383058,389.2,29/03/2023 15:01,0,0,15,NA,256,228.8,SPX230616P04430000
264,SPX230616C04440000,2.7,2.85,7,0,0,0,18/05/2023 15:59,2.35,0.119027365,FALSE,4440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,SPXW230616C04450000,2.5,2.65,64,0,0,0,18/05/2023 15:52,2.35,0.121102539,FALSE,4450,TRUE,1.00E-05,305.63,16/05/2023 12:42,0,0,0,1,236,231.9,SPX230616P04450000
266,SPX230616C04460000,2.05,2.2,12,0,0,0,18/05/2023 15:59,1.75,0.12053797,FALSE,4460,TRUE,1.00E-05,391.02,04/05/2023 12:04,0,0,0,NA,246.8,240.3,SPX230616P04460000
267,SPXW230616C04470000,1.9,2.05,9,0,0,0,18/05/2023 15:59,1.66,0.122582627,FALSE,4470,TRUE,1.00E-05,334.06,16/05/2023 10:27,0,0,0,10,255.3,250.8,SPXW230616P04470000
268,SPXW230616C04475000,1.8,1.9,3,0,0,0,18/05/2023 16:04,1.55,0.122704696,FALSE,4475,TRUE,1.00E-05,336.73,15/05/2023 13:43,0,0,0,10,260.4,255.9,SPXW230616P04475000
269,SPXW230616C04480000,1.65,1.8,1,0,0,0,18/05/2023 15:51,1.57,0.123299783,FALSE,4480,TRUE,1.00E-05,343.94,16/05/2023 10:27,0,0,0,10,265.5,261.1,SPXW230616P04480000
270,SPXW230616C04490000,1.45,1.6,145,0,0,0,18/05/2023 10:32,1.15,0.124276335,FALSE,4490,TRUE,1.00E-05,304.58,18/05/2023 10:23,0,0,0,3,274.9,270.3,SPXW230616P04490000
271,SPXW230616C04500000,1.25,1.4,9,0,0,0,18/05/2023 15:44,1.05,0.124947715,FALSE,4500,TRUE,1.00E-05,330.38,18/05/2023 10:03,0,0,0,5,284.9,280.4,SPXW230616P04500000
272,SPX230616C04510000,1.05,1.2,45,0,0,0,18/05/2023 15:59,0.9,0.125191854,FALSE,4510,TRUE,1.00E-05,383.15,11/05/2023 09:58,0,0,0,NA,295.1,290.5,SPXW230616P04510000
273,SPXW230616C04520000,1,1.1,4,0,0,0,18/05/2023 09:58,0.63,0.126778752,FALSE,4520,TRUE,1.00E-05,351.41,18/05/2023 09:56,0,0,0,4,304.6,300,SPXW230616P04520000
274,SPX230616C04525000,0.85,1,369,0,0,0,18/05/2023 15:59,0.75,0.126565131,FALSE,4525,TRUE,1.00E-05,355.08,18/05/2023 10:03,0,0,0,5,309.2,304.7,SPXW230616P04525000
275,SPXW230616C04530000,0.9,1,1,0,0,0,18/05/2023 12:09,0.65,0.128152029,FALSE,4530,TRUE,1.00E-05,393.36,16/05/2023 10:27,0,0,0,10,314.4,309.9,SPXW230616P04530000
276,SPXW230616C04540000,0.8,0.9,168,0,0,0,17/05/2023 15:58,0.5,0.129311685,FALSE,4540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,SPX230616C04550000,0.65,0.75,2283,0,0,0,18/05/2023 15:59,0.55,0.129098065,FALSE,4550,TRUE,0.201652881,469.38,30/03/2023 11:21,0,0,3,NA,360.7,356.6,SPXW230616P04550000
278,SPX230616C04560000,0.55,0.7,256,0,0,0,18/05/2023 16:00,0.45,0.130868066,FALSE,4560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,SPX230616C04570000,0.5,0.65,234,0,0,0,18/05/2023 16:00,0.4,0.132546516,FALSE,4570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,SPXW230616C04575000,0.5,0.65,4,0,0,0,18/05/2023 09:58,0.38,0.134041863,FALSE,4575,TRUE,1.00E-05,487.05,04/05/2023 13:09,0,0,0,312,359.8,353.1,SPX230616P04575000
281,SPX230616C04580000,0.45,0.55,406,0,0,0,18/05/2023 16:00,0.4,0.132577034,FALSE,4580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,SPXW230616C04600000,0.4,0.5,3,0,0.099999994,33.333332,19/05/2023 00:08,0.4,0.136727383,FALSE,4600,TRUE,1.00E-05,426.47,17/05/2023 15:58,0,0,0,3,383.6,379,SPXW230616P04600000
283,SPX230616C04620000,0.3,0.4,6,0,0,0,18/05/2023 16:00,0.25,0.138558419,FALSE,4620,TRUE,1.00E-05,422.25,01/05/2023 10:17,0,0,0,NA,404.1,397.6,SPX230616P04620000
284,SPX230616C04625000,0.25,0.4,208,0,0,0,18/05/2023 15:59,0.25,0.139962214,FALSE,4625,TRUE,1.00E-05,735.31,10/03/2023 13:52,0,0,0,NA,0,0,SPXW230616P04625000
285,SPX230616C04650000,0.2,0.35,72,0,0,0,18/05/2023 16:00,0.2,0.144539805,FALSE,4650,TRUE,1.00E-05,511.71,17/05/2023 09:48,0,0,0,2,433.2,428.7,SPXW230616P04650000
286,SPX230616C04675000,0.15,0.3,24,0,0,0,18/05/2023 14:37,0.15,0.148568085,FALSE,4675,TRUE,1.00E-05,482.51,18/05/2023 11:57,0,0,0,1,458.7,452,SPX230616P04675000
287,SPX230616C04700000,0.1,0.25,22,0,0,0,18/05/2023 15:44,0.15,0.152108088,FALSE,4700,TRUE,0.475011353,602.19,06/03/2023 14:01,0,0,6,NA,568,562.3,SPXW230616P04700000
288,SPXW230616C04725000,0.1,0.2,9,0,0,0,19/05/2023 00:08,0.15,0.154793608,FALSE,4725,TRUE,1.00E-05,568.48,20/04/2023 14:36,0,0,0,4,508.5,501.9,SPX230616P04725000
289,SPXW230616C04750000,0.1,0.2,1,0,0,0,12/05/2023 11:46,0.08,0.161019132,FALSE,4750,TRUE,1.00E-05,632.52,12/05/2023 13:58,0,0,0,3,532.8,528.2,SPXW230616P04750000
290,SPX230616C04775000,0.05,0.2,4,0,0,0,18/05/2023 14:37,0.1,0.167122587,FALSE,4775,TRUE,1.00E-05,750.54,16/11/2022 14:16,0,0,960,21,0,0,SPX230616P04775000
291,SPXW230616C04800000,0.05,0.15,50,0,0,0,18/05/2023 10:34,0.1,0.168465347,FALSE,4800,TRUE,1.00E-05,674.68,02/05/2023 12:46,0,0,0,2,582.2,577.6,SPXW230616P04800000
292,SPX230616C04825000,0.05,0.15,4,0,0,0,18/05/2023 14:37,0.1,0.174324663,FALSE,4825,TRUE,1.00E-05,678.73,10/05/2023 11:53,0,0,0,1,608.4,601.6,SPX230616P04825000
293,SPXW230616C04850000,0.05,0.15,6,0,0,0,16/05/2023 09:52,0.07,0.179939841,FALSE,4850,TRUE,1.00E-05,838.63,21/07/2022 13:50,0,0,33,32,630.1,623,SPX230616P04850000
294,SPXW230616C04875000,0,0.15,1,0,0,0,16/05/2023 11:55,0.05,0.185799158,FALSE,4875,TRUE,0.481290282,877.1,24/03/2023 14:18,0,0,552,70,718.8,713.3,SPX230616P04875000
295,SPXW230616C04900000,0,0.15,3,0,0,0,15/05/2023 10:57,0.05,0.191414336,FALSE,4900,TRUE,1.00E-05,761.32,09/05/2023 12:07,0,0,0,4,682.7,676.1,SPX230616P04900000
296,SPXW230616C04925000,0,0.15,2,0,0,0,02/05/2023 10:05,0.1,0.197273652,FALSE,4925,TRUE,1.00E-05,942.19,26/07/2022 13:35,0,0,0,NA,705.4,698.5,SPX230616P04925000
297,SPXW230616C04950000,0,0.15,5,145,0,0,18/04/2023 14:18,0.15,0.202888831,FALSE,4950,TRUE,1.00E-05,766.58,19/04/2023 12:59,0,0,0,4,732.5,725.8,SPX230616P04950000
298,SPX230616C04975000,0,0.1,1,0,0,0,17/05/2023 09:30,0.05,0.201179863,FALSE,4975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,SPX230616C05000000,0,0.1,4929,0,0,0,18/05/2023 16:03,0.05,0.206550903,FALSE,5000,TRUE,1.00E-05,817.94,18/05/2023 13:43,0,0,0,10,781.7,777.1,SPXW230616P05000000
300,SPXW230616C05025000,0,0.15,NA,65,0,0,23/03/2023 11:20,0.15,0.219490227,FALSE,5025,TRUE,1.16222419,872.12,06/06/2022 11:35,0,0,2,NA,1114.3,1086.8,SPX230616P05025000
301,SPXW230616C05050000,0,0.1,5,0,0,0,19/04/2023 10:25,0.1,0.217048845,FALSE,5050,TRUE,1.00E-05,912.13,16/05/2023 14:34,0,0,0,8,832.4,825.7,SPX230616P05050000
302,SPX230616C05075000,0,0.1,1,0,0,0,17/05/2023 09:30,0.05,0.222175747,FALSE,5075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,SPX230616C05100000,0,0.1,1,0,0,0,17/05/2023 09:30,0.05,0.227546787,FALSE,5100,TRUE,0.458638837,902.59,18/04/2023 09:53,0,0,2,NA,919.2,916.3,SPXW230616P05100000
304,SPX230616C05125000,0,0.1,200,0,0,0,21/04/2023 13:50,0.05,0.232673689,FALSE,5125,TRUE,1.32865097,1262.1,13/06/2022 20:59,0,0,4,3,1258.8,1241.9,SPX230616P05125000
305,SPX230616C05150000,0,0.1,1,0,0,0,17/05/2023 09:30,0.05,0.237800591,FALSE,5150,TRUE,1.07445226,1066.81,26/05/2022 10:22,0,0,1,1,1171.2,1149.8,SPX230616P05150000
306,SPX230616C05200000,0,0.1,2,0,0,0,09/05/2023 12:12,0.05,0.248054395,FALSE,5200,TRUE,1.00E-05,1059.58,09/05/2023 12:12,0,0,0,150,981.8,975.1,SPX230616P05200000
307,SPXW230616C05250000,0,0.1,3,0,0,0,01/05/2023 13:13,0.05,0.257819922,FALSE,5250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,SPX230616C05300000,0,0.1,10,0,0,0,03/05/2023 15:03,0.05,0.268073726,FALSE,5300,TRUE,1.00E-05,1133.27,27/04/2023 16:14,0,0,0,5,1081.1,1074.6,SPX230616P05300000
309,SPX230616C05350000,0,0.05,9,0,0,0,12/05/2023 11:48,0.05,0.262702686,FALSE,5350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,SPXW230616C05400000,0,0.1,1,15,0,0,06/04/2023 15:16,0.1,0.28760478,FALSE,5400,TRUE,1.00E-05,1071.15,22/04/2022 15:58,0,0,67,1,0,0,SPX230616P05400000
311,SPX230616C05500000,0,0.05,30,0,0,0,02/05/2023 11:24,0.05,0.290046162,FALSE,5500,TRUE,0.896943169,1256.11,03/02/2023 11:28,0,0,1,2,1395.8,1384.5,SPXW230616P05500000
312,SPXW230616C05600000,0,0.05,1,0,0,0,21/04/2023 13:42,0.03,0.308112388,FALSE,5600,TRUE,1.172989212,1667.55,19/12/2022 13:11,0,0,3,1,1578.3,1561.9,SPX230616P05600000
313,SPX230616C05700000,0,0.05,79,0,0,0,16/05/2023 16:02,0.03,0.325202061,FALSE,5700,TRUE,1.00E-05,1087.99,08/12/2021 09:48,0,0,2,2,1096,1088.7,SPX230616P05700000
314,SPX230616C05800000,0,0.05,60,0,0,0,21/04/2023 11:20,0.05,0.34278001,FALSE,5800,TRUE,1.00E-05,1700,26/04/2023 13:49,0,0,0,3,1578.4,1573.8,SPXW230616P05800000
315,SPX230616C05900000,0,0.05,792,0,0,0,21/04/2023 13:20,0.05,0.359381406,FALSE,5900,TRUE,1.00E-05,1751.25,11/05/2023 12:07,0,0,0,2,1678.8,1672.1,SPX230616P05900000
316,SPXW230616C06000000,0,0.05,1,61,0,0,20/03/2023 10:29,0.05,0.37500625,FALSE,6000,TRUE,1.00E-05,1816.67,18/05/2023 10:14,0,0,0,8,1777.2,1772.6,SPX230616P06000000
317,SPXW230616C06200000,0,0.15,93,96,0,0,17/02/2023 10:46,0.05,0.441411836,FALSE,6200,TRUE,1.00E-05,1979.64,18/05/2023 16:06,0,0,0,2,1977.6,1970.9,SPX230616P06200000
318,SPX230616C06400000,0,0.05,3,0,0,0,04/05/2023 13:38,0.05,0.436529072,FALSE,6400,TRUE,1.00E-05,2193.21,18/05/2023 11:08,0,0,0,2,2176.2,2171.6,SPXW230616P06400000
319,SPX230616C06600000,0,0,60,0,0,0,10/02/2023 14:52,0.05,0.2500075,FALSE,6600,TRUE,1.00E-05,2452.75,16/05/2023 11:21,0,0,0,2,2375,2370.4,SPXW230616P06600000
320,SPX230616C06800000,0,0,2,0,0,0,10/02/2023 14:46,0.05,0.2500075,FALSE,6800,TRUE,1.00E-05,2649.03,09/05/2023 10:24,0,0,0,2,2574.9,2568.1,SPX230616P06800000
321,SPX230616C07000000,0,0.05,1080,0,0,0,10/05/2023 13:09,0.03,0.52148916,FALSE,7000,TRUE,1.00E-05,2803.56,18/05/2023 13:34,0,0,0,2,2774.4,2767.7,SPX230616P07000000
322,SPX230616C07200000,0,0.1,13,814,0,0,03/04/2023 14:35,0.05,0.546879531,FALSE,7200,TRUE,1.00E-05,3042.92,15/05/2023 13:38,0,0,0,1,2973.3,2966.7,SPX230616P07200000
323,SPX230616C07400000,0,0.1,250,1339,0,0,16/03/2023 12:23,0.03,0.572269902,FALSE,7400,TRUE,1.00E-05,3201.8,28/04/2023 12:02,0,0,0,3,3171.8,3167.1,SPXW230616P07400000
324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,TRUE,1.00E-05,3312.2,17/05/2023 15:54,0,0,0,6,3272.4,3265.6,SPX230616P07500000
