Indx,Call_ContractID,Call_Bid,Call_Ask,Call_Vol,Call_OI,Call_PrChg,Call_PrChgPct,Call_LastTrTime,Call_LastPr,Call_ImplVol,Call_ITM,Strike,Put_ITM,Put_ImplVol,Put_LastPr,Put_LastTrTime,Put_PrChgPct,Put_PrChg,Put_OI,Put_Vol,Put_Ask,Put_Bid,Put_ContractID
1,SPXW230616C00200000,3998.8,4003.5,16,0,0,0,17/05/2023 13:05,3950.46,4.583988645,TRUE,200,FALSE,2.984377539,0.05,11/05/2023 12:07,0,0,0,2,0.05,0,SPX230616P00200000
2,SPXW230616C00400000,3799.4,3804.1,3,0,0,0,25/04/2023 11:48,3698.2,3.549073393,TRUE,400,FALSE,2.281254297,0.03,17/05/2023 15:54,0,0,0,6,0.05,0,SPX230616P00400000
3,SPX230616C00600000,3306.7,3319.9,1,1,0,0,19/12/2022 16:01,3200.07,1.00E-05,TRUE,600,FALSE,1.882813086,0.05,15/05/2023 09:36,0,0,0,5,0.05,0,SPX230616P00600000
4,SPX230616C00800000,3400.1,3406.8,2,0,0,0,09/05/2023 12:16,3313.96,2.612796437,TRUE,800,FALSE,1.609376953,0.05,04/05/2023 14:54,0,0,0,120,0.05,0,SPXW230616P00800000
5,SPX230616C01000000,3200.8,3206.4,2252,0,0,0,18/05/2023 15:59,3197.37,2.275272867,TRUE,1000,FALSE,1.390628047,0.03,12/05/2023 09:30,0,0,0,1,0.05,0,SPXW230616P01000000
6,SPX230616C01100000,3102.6,3107.7,2,0,0,0,09/05/2023 11:55,3019.02,2.203129492,TRUE,1100,FALSE,1.304690977,0.05,17/05/2023 09:30,0,0,0,1,0.05,0,SPX230616P01100000
7,SPXW230616C01200000,3002.9,3007.5,14,0,0,0,17/05/2023 13:10,2956.34,2.067631784,TRUE,1200,FALSE,1.218753906,0.05,17/05/2023 09:30,0,0,0,1,0.05,0,SPX230616P01200000
8,SPX230616C01300000,2681.3,2716.1,2500,11432,0,0,15/12/2022 14:31,2587.35,1.00E-05,TRUE,1300,FALSE,1.140629297,0.05,17/05/2023 09:30,0,0,0,1,0.05,0,SPX230616P01300000
9,SPXW230616C01400000,2803.7,2808.3,1,0,0,0,05/05/2023 08:48,2695.06,1.853821532,TRUE,1400,FALSE,1.070317148,0.05,11/05/2023 12:46,0,0,0,8,0.05,0,SPXW230616P01400000
10,SPX230616C01500000,2703.1,2709.9,4,0,0,0,25/04/2023 15:08,2582.05,1.76031614,TRUE,1500,FALSE,1.007817461,0.05,05/05/2023 13:22,0,0,0,1,0.05,0,SPXW230616P01500000
11,SPX230616C01600000,2603.9,2610.6,1,0,0,0,18/05/2023 16:07,2601,1.678956683,TRUE,1600,FALSE,0.945313047,0.05,17/05/2023 09:30,0,0,0,1,0.05,0,SPX230616P01600000
12,SPX230616C01700000,2504.3,2511.1,2,0,0,0,09/05/2023 11:21,2426.55,1.593019613,TRUE,1700,FALSE,0.890626094,0.1,01/05/2023 10:46,0,0,0,7,0.05,0,SPXW230616P01700000
13,SPX230616C01800000,2307,2312.7,10,0,0,0,05/03/2023 20:16,2248.5,1.00E-05,TRUE,1800,FALSE,0.835939141,0.05,16/05/2023 12:29,0,0,0,11,0.05,0,SPX230616P01800000
14,SPX230616C01900000,2212.1,2269.7,1,11,0,0,28/03/2023 14:02,2062.49,1.00E-05,TRUE,1900,FALSE,0.781252188,0.05,18/05/2023 10:33,0,0,0,190,0.05,0,SPXW230616P01900000
15,SPX230616C02000000,2206,2210.7,2250,0,0,0,18/05/2023 15:59,2201.97,1.343692246,TRUE,2000,FALSE,0.769533555,0.1,17/05/2023 15:53,0,0,0,270,0.1,0,SPXW230616P02000000
16,SPXW230616C02100000,2106.4,2111,2,0,0,0,05/05/2023 10:43,2025.59,1.270877669,TRUE,2100,FALSE,0.720705918,0.15,16/05/2023 15:53,0,0,0,1,0.1,0,SPXW230616P02100000
17,SPXW230616C02200000,2006.9,2011.5,2,0,0,0,05/05/2023 10:20,1925.07,1.203556228,TRUE,2200,FALSE,0.694338994,0.1,18/05/2023 14:37,0,0,0,62,0.15,0,SPX230616P02200000
18,SPX230616C02250000,1892.2,1916.2,4,281,0,0,06/01/2023 10:22,1624.2,1.00E-05,TRUE,2250,FALSE,0.686526572,0.2,17/05/2023 15:53,0,0,0,250,0.15,0.05,SPXW230616P02250000
19,SPX230616C02300000,1811.1,1817.4,NA,2,0,0,07/03/2023 16:14,1703.58,1.00E-05,TRUE,2300,FALSE,0.674807939,0.1,18/05/2023 22:31,-33.333336,-0.050000004,0,2,0.2,0.05,SPX230616P02300000
20,SPXW230616C02350000,1857.7,1862.3,2,0,0,0,05/05/2023 10:25,1771.8,1.107243233,TRUE,2350,FALSE,0.661624478,0.3,12/05/2023 15:46,0,0,0,21,0.2,0.1,SPXW230616P02350000
21,SPX230616C02400000,1807.3,1813.6,2,0,0,0,11/05/2023 11:38,1723.03,1.07883151,TRUE,2400,FALSE,0.639163765,0.2,18/05/2023 14:37,0,0,0,35,0.2,0.1,SPX230616P02400000
22,SPX230616C02450000,1757.6,1763.8,1,0,0,0,11/05/2023 10:55,1674.62,1.047673219,TRUE,2450,FALSE,0.617191328,0.2,18/05/2023 14:37,0,0,0,35,0.2,0.1,SPX230616P02450000
23,SPX230616C02500000,1707.7,1714.4,22,0,0,0,08/05/2023 11:23,1639.11,1.018345973,TRUE,2500,FALSE,0.609378906,0.15,18/05/2023 11:50,0,0,0,15,0.25,0.15,SPXW230616P02500000
24,SPX230616C02550000,1657.7,1664.3,NA,0,0,0,08/05/2023 11:28,1588.73,0.983795328,TRUE,2550,FALSE,0.587894746,0.25,18/05/2023 14:37,0,0,0,31,0.25,0.15,SPX230616P02550000
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2575,FALSE,0.577152666,0.25,18/05/2023 14:37,0,0,0,16,0.25,0.15,SPX230616P02575000
26,SPXW230616C02600000,1608.6,1613.2,10,0,0,0,05/05/2023 10:06,1523.45,0.949219258,TRUE,2600,FALSE,0.572269902,0.25,18/05/2023 14:37,0,0,0,53,0.3,0.15,SPX230616P02600000
27,SPX230616C02625000,1433.6,1456.7,9,9,0,0,02/02/2023 15:05,1556.04,1.00E-05,TRUE,2625,FALSE,0.566898862,0.9,03/05/2023 10:34,0,0,0,5,0.3,0.2,SPXW230616P02625000
28,SPX230616C02650000,1558.3,1565.1,2,0,0,0,08/05/2023 11:30,1487.53,0.926880614,TRUE,2650,FALSE,0.556156782,0.35,17/05/2023 15:53,0,0,0,40,0.3,0.2,SPXW230616P02650000
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2675,FALSE,0.545414702,0.3,18/05/2023 14:37,0,0,0,15,0.3,0.2,SPX230616P02675000
30,SPX230616C02700000,1508.4,1515,2,0,0,0,11/05/2023 11:38,1425.04,0.894501787,TRUE,2700,FALSE,0.543949873,0.4,17/05/2023 16:04,0,0,0,37,0.35,0.25,SPXW230616P02700000
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2725,FALSE,0.529301582,0.35,18/05/2023 14:37,0,0,0,14,0.35,0.2,SPX230616P02725000
32,SPXW230616C02750000,1459.5,1464.1,2,0,0,0,05/05/2023 10:39,1379.8,0.863831928,TRUE,2750,FALSE,0.522953989,0.35,18/05/2023 14:37,0,0,0,14,0.35,0.25,SPX230616P02750000
33,SPX230616C02775000,1278,1300.9,NA,10,0,0,13/10/2022 11:07,915.5,1.00E-05,TRUE,2775,FALSE,0.520024331,0.4,18/05/2023 10:13,0,0,0,1,0.4,0.3,SPXW230616P02775000
34,SPXW230616C02800000,1409.8,1414.4,2,0,0,0,09/05/2023 09:40,1325.93,0.835847589,TRUE,2800,FALSE,0.509526389,0.4,18/05/2023 12:28,0,0,0,41,0.4,0.3,SPXW230616P02800000
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2825,FALSE,0.505620178,0.4,18/05/2023 10:47,0,0,0,2,0.45,0.35,SPXW230616P02825000
36,SPXW230616C02850000,1360.3,1364.9,NA,0,0,0,01/05/2023 14:18,1339.05,0.810304631,TRUE,2850,FALSE,0.501103622,0.44,18/05/2023 13:06,0,0,0,14,0.45,0.35,SPXW230616P02850000
37,SPX230616C02875000,1282.9,1287.8,NA,30,0,0,20/03/2023 10:05,1098.2,1.00E-05,TRUE,2875,FALSE,0.490727749,0.45,18/05/2023 14:37,0,0,0,13,0.45,0.35,SPX230616P02875000
38,SPXW230616C02900000,1310.1,1314.7,2,0,0,0,11/05/2023 10:02,1218.64,0.777407011,TRUE,2900,FALSE,0.485600847,0.46,18/05/2023 10:51,0,0,0,56,0.5,0.4,SPXW230616P02900000
39,SPX230616C02925000,1433.8,1446.9,NA,1,0,0,13/07/2022 10:04,998.73,1.529154271,TRUE,2925,FALSE,0.475102905,0.45,18/05/2023 15:55,0,0,0,62,0.5,0.4,SPX230616P02925000
40,SPXW230616C02950000,1260.6,1265.2,NA,0,0,0,01/05/2023 14:21,1239.87,0.752230261,TRUE,2950,FALSE,0.469487727,0.7,17/05/2023 15:53,0,0,0,15,0.55,0.45,SPXW230616P02950000
41,SPX230616C02975000,1234.9,1241.4,1,0,0,0,04/05/2023 11:00,1094.94,0.739641886,TRUE,2975,FALSE,0.463384272,0.75,17/05/2023 15:53,0,0,0,15,0.6,0.45,SPXW230616P02975000
42,SPX230616C03000000,1210.9,1215.4,109,0,0,0,18/05/2023 15:17,1189.65,0.724612129,TRUE,3000,FALSE,0.453130469,0.7,18/05/2023 15:55,0,0,0,390,0.6,0.55,SPX230616P03000000
43,SPX230616C03025000,1185.2,1191.7,2,0,0,0,04/05/2023 10:52,1045.71,0.712557806,TRUE,3025,FALSE,0.446660807,0.7,18/05/2023 14:37,0,0,0,13,0.65,0.5,SPX230616P03025000
44,SPX230616C03050000,1031.4,1050.7,NA,1,0,0,14/10/2022 12:03,732.9,1.00E-05,TRUE,3050,FALSE,0.439947007,0.7,18/05/2023 15:50,0,0,0,174,0.7,0.55,SPX230616P03050000
45,SPX230616C03075000,1135.5,1142,3,0,0,0,11/05/2023 11:38,1053.23,0.685641571,TRUE,3075,FALSE,0.433111138,0.95,17/05/2023 15:53,0,0,0,312,0.75,0.65,SPXW230616P03075000
46,SPXW230616C03100000,1111.5,1116.1,2,0,0,0,11/05/2023 12:33,1036.87,0.671344229,TRUE,3100,FALSE,0.425909061,0.77,18/05/2023 10:51,0,0,0,29,0.8,0.7,SPXW230616P03100000
47,SPX230616C03125000,649.3,654.5,1,1,0,0,15/09/2022 09:38,945.62,1.00E-05,TRUE,3125,FALSE,0.418584916,1.1,17/05/2023 15:53,0,0,0,101,0.85,0.75,SPXW230616P03125000
48,SPX230616C03150000,1061.1,1067.8,2,0,0,0,09/05/2023 10:06,984.24,0.647647567,TRUE,3150,FALSE,0.411016632,0.91,18/05/2023 11:19,0,0,0,70,0.9,0.8,SPXW230616P03150000
49,SPX230616C03175000,995,1003.7,NA,1,0,0,31/10/2022 15:30,837.26,1.00E-05,TRUE,3175,FALSE,0.403448348,0.95,18/05/2023 16:14,0,0,0,97,0.95,0.8,SPX230616P03175000
50,SPX230616C03200000,1011.8,1016.2,4,0,0,0,01/05/2023 12:24,992.59,0.614810981,TRUE,3200,FALSE,0.397955239,1.1,18/05/2023 16:13,0,0,0,158,1.05,0.95,SPXW230616P03200000
51,SPX230616C03225000,719.6,728,1,21,0,0,13/02/2023 14:28,957.21,1.00E-05,TRUE,3225,FALSE,0.389898679,1.2,18/05/2023 14:37,0,0,0,109,1.1,0.95,SPX230616P03225000
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3240,FALSE,0.385809365,1.25,18/05/2023 14:37,0,0,0,10,1.15,1,SPX230616P03240000
53,SPX230616C03250000,891.1,895.4,4,155,0,0,11/04/2023 14:01,896.5,1.00E-05,TRUE,3250,FALSE,0.38172005,1.15,18/05/2023 15:49,0,0,0,114,1.15,1.05,SPX230616P03250000
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3260,FALSE,0.379644875,1.35,18/05/2023 14:37,0,0,0,9,1.2,1.05,SPX230616P03260000
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3270,FALSE,0.377447632,1.35,18/05/2023 14:37,0,0,0,3,1.25,1.1,SPX230616P03270000
56,SPX230616C03275000,798.6,803.6,NA,2,0,0,19/12/2022 10:05,683.78,1.00E-05,TRUE,3275,FALSE,0.375372457,1.4,18/05/2023 14:37,0,0,0,3,1.25,1.1,SPX230616P03275000
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3280,FALSE,0.373297283,1.4,18/05/2023 14:37,0,0,0,3,1.25,1.15,SPX230616P03280000
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3290,FALSE,0.371039005,1.45,18/05/2023 14:37,0,0,0,4,1.3,1.15,SPX230616P03290000
59,SPX230616C03300000,911.8,918.5,2,0,0,0,04/05/2023 11:32,777.8,0.566410586,TRUE,3300,FALSE,0.368719692,1.45,18/05/2023 15:55,0,0,0,240,1.35,1.3,SPXW230616P03300000
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3310,FALSE,0.366339344,1.8,17/05/2023 15:52,0,0,0,7,1.4,1.3,SPXW230616P03310000
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3320,FALSE,0.363836928,1.5,18/05/2023 15:57,0,0,0,12,1.45,1.35,SPXW230616P03320000
62,SPX230616C03325000,0,0,2,15,0,0,14/11/2022 13:15,809.89,1.00E-05,TRUE,3325,FALSE,0.363409686,1.85,17/05/2023 15:52,0,0,0,26,1.5,1.35,SPXW230616P03325000
63,SPXW230616C03330000,838.3,843.4,NA,3,0,0,15/03/2023 11:55,601.02,1.00E-05,TRUE,3330,FALSE,0.359747614,1.6,18/05/2023 14:37,0,0,0,3,1.45,1.3,SPX230616P03330000
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3340,FALSE,0.357184163,1.65,18/05/2023 14:37,0,0,0,3,1.5,1.35,SPX230616P03340000
65,SPXW230616C03350000,863,867.6,NA,0,0,0,08/05/2023 12:33,797.22,0.538975558,TRUE,3350,FALSE,0.354559677,1.65,18/05/2023 15:43,0,0,0,411,1.55,1.4,SPX230616P03350000
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3360,FALSE,0.351935192,1.75,18/05/2023 14:37,0,0,0,3,1.6,1.45,SPX230616P03360000
67,SPX230616C03370000,842.7,849.1,1,0,0,0,03/05/2023 15:47,739.27,0.531819257,TRUE,3370,FALSE,0.350653466,2.1,17/05/2023 15:52,0,0,0,4,1.7,1.55,SPXW230616P03370000
68,SPX230616C03375000,837.8,844.5,1,0,0,0,03/05/2023 15:47,734.44,0.530690118,TRUE,3375,FALSE,0.348578292,1.85,18/05/2023 14:24,0,0,0,10,1.7,1.6,SPXW230616P03375000
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3380,FALSE,0.347845877,2.2,17/05/2023 15:53,0,0,0,29,1.75,1.6,SPXW230616P03380000
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3390,FALSE,0.345038288,2.25,17/05/2023 15:52,0,0,0,5,1.8,1.65,SPXW230616P03390000
71,SPX230616C03400000,813,819.7,4,0,0,0,26/04/2023 12:58,700.57,0.517781311,TRUE,3400,FALSE,0.340887939,1.85,18/05/2023 15:54,0,0,0,1034,1.8,1.65,SPX230616P03400000
72,SPXW230616C03410000,803.8,808.4,NA,0,0,0,12/05/2023 14:59,710.36,0.51041139,TRUE,3410,FALSE,0.337988798,2.05,18/05/2023 14:37,0,0,0,3,1.85,1.7,SPX230616P03410000
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3420,FALSE,0.335089657,2,18/05/2023 15:23,0,0,0,52,1.9,1.75,SPX230616P03420000
74,SPXW230616C03425000,789.3,793.8,4,0,0,0,18/05/2023 16:12,784.59,0.504857246,TRUE,3425,FALSE,0.332953448,2.15,18/05/2023 14:37,0,0,0,89,1.9,1.75,SPX230616P03425000
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3430,FALSE,0.333319655,2.32,18/05/2023 10:05,0,0,0,57,2,1.85,SPXW230616P03430000
76,SPX230616C03440000,0,0,1,0,0,0,31/03/2023 10:04,668,1.00E-05,TRUE,3440,FALSE,0.329108271,2.2,18/05/2023 14:37,0,0,0,6,2,1.85,SPX230616P03440000
77,SPX230616C03450000,670,675.9,1,316,0,0,13/03/2023 15:25,497.9,1.00E-05,TRUE,3450,FALSE,0.326056544,2.3,18/05/2023 14:37,0,0,0,577,2.05,1.9,SPX230616P03450000
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3460,FALSE,0.323004817,2.35,18/05/2023 14:37,0,0,0,3,2.1,1.95,SPX230616P03460000
79,SPX230616C03470000,466,490,NA,10,0,0,08/02/2023 12:11,724.6,1.00E-05,TRUE,3470,FALSE,0.322028264,2.85,17/05/2023 15:52,0,0,0,3,2.25,2.1,SPXW230616P03470000
80,SPX230616C03475000,738.7,745.4,3,0,0,0,11/05/2023 11:38,658.91,0.499577758,TRUE,3475,FALSE,0.31995309,2.55,18/05/2023 14:46,0,0,0,23,2.25,2.15,SPXW230616P03475000
81,SPX230616C03480000,733.8,740.5,10,0,0,0,16/05/2023 14:47,656.58,0.497227928,TRUE,3480,FALSE,0.31781688,2.5,18/05/2023 14:37,0,0,0,2,2.25,2.1,SPX230616P03480000
82,SPX230616C03490000,723.9,730.5,NA,0,0,0,26/04/2023 13:20,610.5,0.49138387,TRUE,3490,FALSE,0.314643084,2.6,18/05/2023 14:37,0,0,0,3,2.3,2.15,SPX230616P03490000
83,SPXW230616C03500000,715.1,719.6,8,0,0,0,18/05/2023 16:13,710.42,0.480443428,TRUE,3500,FALSE,0.313361359,2.55,18/05/2023 15:58,0,0,0,85,2.45,2.3,SPXW230616P03500000
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3510,FALSE,0.310065493,2.89,18/05/2023 12:34,0,0,0,61,2.5,2.4,SPXW230616P03510000
85,SPXW230616C03520000,654.5,659.5,2,2,0,0,16/03/2023 13:46,508.91,1.00E-05,TRUE,3520,FALSE,0.307685146,3.4,17/05/2023 15:53,0,0,0,3,2.6,2.45,SPXW230616P03520000
86,SPX230616C03525000,466.3,492.2,1,107,0,0,16/02/2023 14:16,674.94,1.00E-05,TRUE,3525,FALSE,0.305548937,3.4,17/05/2023 15:53,0,0,0,46,2.6,2.5,SPXW230616P03525000
87,SPXW230616C03530000,685.2,689.7,5,0,0,0,17/05/2023 15:56,645.06,0.463643669,TRUE,3530,FALSE,0.304328246,3.15,18/05/2023 12:39,0,0,0,2,2.65,2.55,SPXW230616P03530000
88,SPXW230616C03540000,598.4,644.9,NA,1,0,0,28/03/2023 13:43,479.09,1.00E-05,TRUE,3540,FALSE,0.301795312,2.93,18/05/2023 11:04,0,0,0,4,2.75,2.6,SPXW230616P03540000
89,SPX230616C03550000,664.2,670.9,1,0,0,0,18/05/2023 09:37,618.41,0.458593061,TRUE,3550,FALSE,0.29834686,2.96,18/05/2023 15:58,0,0,0,164,2.8,2.7,SPXW230616P03550000
90,SPX230616C03560000,0,0,NA,0,0,0,10/03/2023 09:44,419.36,1.00E-05,TRUE,3560,FALSE,0.295722375,3.5,18/05/2023 09:30,0,0,0,2,2.9,2.8,SPXW230616P03560000
91,SPX230616C03570000,465.7,469.2,10,11,0,0,30/01/2023 10:59,566.4,1.00E-05,TRUE,3570,FALSE,0.293006338,3.8,18/05/2023 09:30,0,0,0,1,3,2.85,SPXW230616P03570000
92,SPX230616C03575000,561.1,613.1,1,33,0,0,28/03/2023 11:33,460.68,1.00E-05,TRUE,3575,FALSE,0.292395992,3.5,18/05/2023 12:06,0,0,0,1,3.1,2.9,SPXW230616P03575000
93,SPX230616C03580000,0,0,NA,0,0,0,10/03/2023 14:33,391.25,1.00E-05,TRUE,3580,FALSE,0.290229266,3.25,18/05/2023 11:53,0,0,0,3,3.1,2.95,SPXW230616P03580000
